datetime,close,open,high,low,vol,obv,rsi,atr,macd
2022-05-02 06:50:00,402.0740,402.1030,402.2850,402.0050,5630,-15939.0000,44.3216,0.4006,0.1111
2022-05-02 06:55:00,401.8800,402.2100,402.2650,401.8210,7800,-23739.0000,41.1271,0.4037,0.0924
2022-05-02 07:00:00,401.8600,402.1320,402.2170,401.8010,8213,-31952.0000,40.8006,0.4046,0.0705
2022-05-02 07:05:00,401.7820,401.9380,402.1100,401.6260,48081,-80033.0000,39.4842,0.4103,0.0371
2022-05-02 07:10:00,401.4910,401.6660,401.9150,401.4320,31416,-111449.0000,34.9530,0.4155,-0.0113
2022-05-02 07:15:00,401.2960,401.4320,401.4780,401.0720,20533,-131982.0000,32.2798,0.4157,-0.0677
2022-05-02 07:20:00,401.3160,401.2180,401.5750,400.9560,78753,-53229.0000,32.8471,0.4303,-0.1281
2022-05-02 07:25:00,401.1890,401.3840,401.6040,401.1310,70622,-123851.0000,31.0674,0.4333,-0.1608
2022-05-02 07:30:00,400.6640,401.0920,401.1370,400.6060,33662,-157513.0000,25.0300,0.4440,-0.2079
2022-05-02 07:35:00,400.4310,400.7030,400.8260,400.3040,28546,-186059.0000,22.9027,0.4496,-0.2734
2022-05-02 07:40:00,400.3820,400.4700,400.6030,400.2560,15895,-201954.0000,22.4702,0.4422,-0.3403
2022-05-02 07:45:00,400.0330,400.4410,400.4860,399.8770,18162,-220116.0000,19.6273,0.4542,-0.3910
2022-05-02 07:50:00,399.7120,400.1100,400.3690,399.6530,46551,-266667.0000,17.4415,0.4729,-0.4528
2022-05-02 07:55:00,399.2550,399.7210,399.7960,398.9920,76085,-342752.0000,14.8977,0.4965,-0.5270
2022-05-02 08:00:00,399.5370,401.6560,403.5200,399.0210,138228,-204524.0000,22.4169,0.7824,-0.4248
2022-05-02 08:05:00,399.6730,399.5660,399.9320,399.1190,81611,-122913.0000,25.8209,0.7846,-0.5066
2022-05-02 08:10:00,399.3520,399.6340,399.7080,399.1570,69207,-192120.0000,23.2302,0.7679,-0.5595
2022-05-02 08:15:00,399.4490,399.4200,399.7570,399.2940,40798,-151322.0000,25.6575,0.7461,-0.6117
2022-05-02 08:20:00,399.7890,399.5360,399.9800,399.4390,34590,-116732.0000,33.5845,0.7315,-0.6363
