datetime,close,open,high,low,vol,obv,rsi,atr,macd
2021-05-03 07:00:00,402.1150,401.9760,402.2370,401.8460,14313,-59019.0000,58.6908,0.3088,0.0069
2021-05-03 07:05:00,402.0680,402.1490,402.2650,401.9610,16940,-75959.0000,56.8619,0.3084,0.0269
2021-05-03 07:10:00,402.0100,402.1200,402.2370,401.9130,7179,-83138.0000,54.6008,0.3095,0.0399
2021-05-03 07:15:00,402.2020,402.0530,402.3230,401.9230,2970,-80168.0000,60.2376,0.3160,0.0442
2021-05-03 07:20:00,402.2110,402.2250,402.3520,402.0960,5480,-74688.0000,60.4853,0.3117,0.0609
2021-05-03 07:25:00,402.2880,402.2250,402.5050,402.0960,30015,-44673.0000,62.6299,0.3187,0.0732
2021-05-03 07:30:00,402.3550,402.3600,402.5440,402.2300,29270,-15403.0000,64.4385,0.3183,0.0929
2021-05-03 07:35:00,402.3550,402.3690,402.5250,402.2110,7918,-15403.0000,64.4385,0.3180,0.1079
2021-05-03 07:40:00,402.0870,402.3690,402.5340,402.0000,13689,-29092.0000,52.6236,0.3334,0.1184
2021-05-03 07:45:00,402.1440,402.1390,402.3130,401.9610,15297,-13795.0000,54.5331,0.3348,0.1070
2021-05-03 07:50:00,402.1920,402.1680,402.3130,402.0090,6445,-7350.0000,56.1363,0.3326,0.0991
2021-05-03 07:55:00,402.1440,402.2350,402.3420,402.0570,49074,-56424.0000,54.0826,0.3292,0.0972
2021-05-03 08:00:00,402.1630,402.3600,402.4960,401.9130,21424,-35000.0000,54.7877,0.3473,0.1045
2021-05-03 08:05:00,402.2880,402.2350,402.5050,402.0670,15284,-19716.0000,59.2240,0.3538,0.0991
2021-05-03 08:10:00,402.2880,402.3410,402.5250,402.1820,108504,-19716.0000,59.2240,0.3530,0.1022
2021-05-03 08:15:00,402.2500,402.3310,402.4480,402.1340,18858,-38574.0000,57.2437,0.3502,0.1026
2021-05-03 08:20:00,402.3650,402.3020,402.5250,402.1720,48807,10233.0000,61.4453,0.3504,0.0995
2021-05-03 08:25:00,402.2020,402.4170,402.4960,402.1050,14247,-4014.0000,53.4307,0.3533,0.1051
2021-05-03 08:30:00,402.2880,402.2640,402.6970,402.1340,55558,51544.0000,56.6439,0.3683,0.0961
2021-05-03 08:35:00,402.0960,402.3210,402.4000,401.9900,13793,37751.0000,48.5842,0.3713,0.0925
2021-05-03 08:40:00,402.1630,402.1390,402.2940,401.9710,44929,82680.0000,51.1939,0.3678,0.0741
2021-05-03 08:45:00,402.1920,402.2160,402.3330,402.0480,13507,96187.0000,52.3220,0.3619,0.0649
2021-05-03 08:50:00,402.1540,402.2350,402.4190,402.0480,67305,28882.0000,50.6694,0.3626,0.0586
2021-05-03 08:55:00,401.8950,402.1580,402.3040,401.7980,28855,27.0000,41.1331,0.3728,0.0468
2021-05-03 09:00:00,401.9910,401.8990,402.1210,401.7500,32506,32533.0000,45.2465,0.3727,0.0163
2021-05-03 09:05:00,401.9240,402.0340,402.1120,401.7310,11716,20817.0000,42.9888,0.3733,0.0031
2021-05-03 09:10:00,402.0680,401.9660,402.2170,401.8180,10920,31737.0000,48.8915,0.3751,-0.0128
2021-05-03 09:15:00,402.0960,402.1010,402.2750,401.9710,6838,38575.0000,49.9761,0.3700,-0.0143
2021-05-03 09:20:00,402.1730,402.1390,402.3230,402.0090,21568,60143.0000,52.9340,0.3660,-0.0123
2021-05-03 09:25:00,402.4130,402.2060,402.5340,402.0770,102730,162873.0000,60.7285,0.3725,-0.0052
2021-05-03 09:30:00,402.1730,402.4560,402.5440,401.8950,1335998,-1173125.0000,51.5370,0.3923,0.0203
2021-05-03 09:35:00,401.7750,402.2060,402.3330,401.5490,706244,-1879369.0000,40.5707,0.4203,0.0201
2021-05-03 09:40:00,402.1350,401.8130,402.3520,401.6640,587156,-1292213.0000,50.7740,0.4394,-0.0116
2021-05-03 09:45:00,402.4850,402.1770,402.6400,401.7600,940722,-351491.0000,58.2745,0.4709,-0.0072
2021-05-03 09:50:00,402.6340,402.5320,402.8510,402.1820,1140183,788692.0000,60.9989,0.4850,0.0245
2021-05-03 09:55:00,402.4700,402.6570,402.9280,402.2680,851936,-63244.0000,56.6170,0.4975,0.0591
2021-05-03 10:00:00,402.0870,402.5040,402.5820,401.7890,1136640,-1199884.0000,47.9534,0.5186,0.0734
2021-05-03 10:05:00,402.2880,402.1290,402.7550,401.7980,719842,-480042.0000,52.0963,0.5499,0.0538
2021-05-03 10:10:00,402.3510,402.3210,402.6110,402.0570,489809,9767.0000,53.3497,0.5502,0.0531
2021-05-03 10:15:00,402.5650,402.3980,402.8320,402.2590,490883,500650.0000,57.4248,0.5518,0.0581
2021-05-03 10:20:00,402.3070,402.6000,402.7930,402.1340,516024,-15374.0000,51.5753,0.5595,0.0775
2021-05-03 10:25:00,402.3360,402.3410,402.6970,402.0570,850063,834689.0000,52.1651,0.5652,0.0712
2021-05-03 10:30:00,402.4900,402.3790,402.7260,402.2300,658020,1492709.0000,55.2802,0.5603,0.0684
2021-05-03 10:35:00,402.2360,402.5420,402.8320,402.1100,424176,1068533.0000,49.5489,0.5719,0.0785
2021-05-03 10:40:00,402.1680,402.2690,402.5530,402.0770,449571,618962.0000,48.1108,0.5650,0.0637
2021-05-03 10:45:00,402.1840,402.2060,402.5050,401.9900,324832,943794.0000,48.4896,0.5614,0.0463
2021-05-03 10:50:00,401.7890,402.2300,402.4000,401.5200,809070,134724.0000,40.6076,0.5842,0.0341
2021-05-03 10:55:00,401.8080,401.8030,401.9300,401.5490,482326,617050.0000,41.1036,0.5697,-0.0099
2021-05-03 11:00:00,401.4770,401.8450,401.9230,401.3480,784592,-167542.0000,35.5366,0.5701,-0.0409
2021-05-03 11:05:00,401.7790,401.5250,401.9200,401.3280,519147,351605.0000,43.1077,0.5716,-0.0902
2021-05-03 11:10:00,401.3820,401.8130,401.8920,401.1840,879486,-527881.0000,36.9620,0.5814,-0.1049
2021-05-03 11:15:00,401.5210,401.4190,401.7890,401.1940,438134,-89747.0000,40.1778,0.5823,-0.1466
2021-05-03 11:20:00,401.4970,401.5540,401.7470,401.2420,338406,-428153.0000,39.8002,0.5768,-0.1669
2021-05-03 11:25:00,401.2570,401.5390,401.6320,401.1170,434318,-862471.0000,36.1428,0.5724,-0.1821
2021-05-03 11:30:00,401.6930,401.2950,401.8820,401.0890,680254,-182217.0000,45.8738,0.5882,-0.2113
2021-05-03 11:35:00,401.7600,401.7410,401.9970,401.5970,484008,301791.0000,47.2052,0.5747,-0.1963
2021-05-03 11:40:00,401.9160,401.7940,402.0640,401.5680,438942,740733.0000,50.2723,0.5691,-0.1780
2021-05-03 11:45:00,401.8180,401.9570,402.0830,401.7120,344570,396163.0000,48.3712,0.5549,-0.1487
2021-05-03 11:50:00,401.4770,401.8610,402.0060,401.3380,394313,1850.0000,42.3673,0.5630,-0.1317
2021-05-03 11:55:00,401.8200,401.5200,402.0060,401.3480,264681,266531.0000,49.1978,0.5698,-0.1440
2021-05-03 12:00:00,401.7450,401.8450,401.9390,401.5490,194927,71604.0000,47.8620,0.5570,-0.1261
2021-05-03 12:05:00,401.6500,401.7940,401.9300,401.5390,171401,-99797.0000,46.1527,0.5451,-0.1148
2021-05-03 12:10:00,401.6020,401.6900,401.8340,401.3860,228964,-328761.0000,45.2729,0.5382,-0.1128
2021-05-03 12:15:00,401.5010,401.6480,401.7470,401.4150,189446,-518207.0000,43.3983,0.5234,-0.1134
2021-05-03 12:20:00,401.5690,401.5440,401.8140,401.2800,368283,-149924.0000,45.0481,0.5242,-0.1208
2021-05-03 12:25:00,401.4490,401.6020,401.7380,401.2900,254910,-404834.0000,42.6837,0.5188,-0.1207
2021-05-03 12:30:00,401.4530,401.4770,401.6030,401.1650,340648,-64186.0000,42.7915,0.5130,-0.1291
2021-05-03 12:35:00,401.4250,401.4870,401.5740,401.2230,241586,-305772.0000,42.1933,0.5014,-0.1335
2021-05-03 12:40:00,401.3090,401.4580,401.6420,401.2040,234528,-540300.0000,39.7164,0.4969,-0.1377
2021-05-03 12:45:00,401.2920,401.3520,401.5550,401.1460,324725,-865025.0000,39.3518,0.4906,-0.1479
2021-05-03 12:50:00,401.4920,401.3380,401.6320,401.1270,381625,-483400.0000,45.6707,0.4916,-0.1553
2021-05-03 12:55:00,401.4920,401.5250,401.6990,401.2710,338499,-483400.0000,45.6707,0.4871,-0.1444
2021-05-03 13:00:00,401.5250,401.5440,401.7570,401.3760,204451,-278949.0000,46.7327,0.4795,-0.1327
2021-05-03 13:05:00,401.5250,401.5730,401.7760,401.3480,205854,-278949.0000,46.7327,0.4758,-0.1197
2021-05-03 13:10:00,401.5160,401.5680,401.7180,401.3000,196169,-475118.0000,46.4455,0.4717,-0.1086
2021-05-03 13:15:00,401.5420,401.5590,401.7570,401.3760,232983,-242135.0000,47.4502,0.4652,-0.0993
2021-05-03 13:20:00,401.3670,401.5830,401.8430,401.2800,238288,-480423.0000,41.7704,0.4722,-0.0891
2021-05-03 13:25:00,401.3720,401.4150,401.6320,401.2040,287912,-192511.0000,41.9841,0.4691,-0.0934
2021-05-03 13:30:00,401.4330,401.4150,401.5740,401.2280,186062,-6449.0000,44.6525,0.4603,-0.0957
2021-05-03 13:35:00,401.4530,401.4680,401.6220,401.2320,329655,323206.0000,45.5370,0.4552,-0.0922
2021-05-03 13:40:00,401.5110,401.5060,401.7760,401.3480,240777,563983.0000,48.1260,0.4533,-0.0854
2021-05-03 13:45:00,401.5690,401.5540,401.7660,401.4150,168238,732221.0000,50.6523,0.4460,-0.0752
2021-05-03 13:50:00,401.5880,401.6020,401.7520,401.3570,186945,919166.0000,51.4858,0.4423,-0.0626
2021-05-03 13:55:00,401.5880,401.6320,401.7470,401.4530,142713,919166.0000,51.4858,0.4318,-0.0496
2021-05-03 14:00:00,401.6890,401.6310,401.8820,401.5010,337554,1256720.0000,56.0612,0.4281,-0.0389
2021-05-03 14:05:00,401.6840,401.7270,401.9680,401.5300,538712,718008.0000,55.7807,0.4288,-0.0225
2021-05-03 14:10:00,401.7990,401.7260,401.9250,401.5780,140851,858859.0000,60.6560,0.4230,-0.0094
2021-05-03 14:15:00,401.8100,401.8510,401.9680,401.6160,257919,1116778.0000,61.0979,0.4179,0.0109
2021-05-03 14:20:00,401.8070,401.8510,401.9970,401.6070,300904,815874.0000,60.8970,0.4159,0.0267
2021-05-03 14:25:00,401.9380,401.8510,402.1020,401.7120,355520,1171394.0000,66.1326,0.4141,0.0388
2021-05-03 14:30:00,402.0680,401.9760,402.3330,401.8370,506576,1677970.0000,70.3721,0.4199,0.0578
2021-05-03 14:35:00,401.9720,402.1050,402.2170,401.8460,335558,1342412.0000,64.0008,0.4164,0.0823
2021-05-03 14:40:00,402.0480,402.0140,402.2270,401.8850,278907,1621319.0000,66.5804,0.4111,0.0933
2021-05-03 14:45:00,402.0870,402.0820,402.2940,401.9420,297055,1918374.0000,67.8534,0.4069,0.1063
2021-05-03 14:50:00,402.2400,402.1290,402.3710,401.9900,636151,2554525.0000,72.3097,0.4050,0.1190
2021-05-03 14:55:00,402.1110,402.2730,402.3810,401.9130,545651,2008874.0000,64.2257,0.4095,0.1391
2021-05-03 15:00:00,401.9000,402.1580,402.2510,401.7980,651946,1356928.0000,53.6587,0.4126,0.1441
2021-05-03 15:05:00,401.9800,401.9380,402.2100,401.6830,635227,1992155.0000,56.5759,0.4208,0.1288
2021-05-03 15:10:00,401.7700,402.0190,402.1020,401.6450,663977,1328178.0000,48.0289,0.4234,0.1218
2021-05-03 15:15:00,401.5540,401.8130,401.9390,401.3950,752489,575689.0000,41.1438,0.4320,0.0985
2021-05-03 15:20:00,401.5880,401.5970,401.7660,401.4150,467915,1043604.0000,42.5401,0.4262,0.0619
2021-05-03 15:25:00,401.6170,401.6310,401.7870,401.4240,481987,1525591.0000,43.7656,0.4217,0.0352
2021-05-03 15:30:00,401.4770,401.6690,401.7760,401.2610,892565,633026.0000,39.3973,0.4284,0.0170
2021-05-03 15:35:00,401.4050,401.5250,401.7090,401.2900,819799,-186773.0000,37.3335,0.4277,-0.0090
2021-05-03 15:40:00,401.3480,401.4390,401.5940,401.1890,790558,-977331.0000,35.7375,0.4261,-0.0361
2021-05-03 15:45:00,401.1940,401.3910,401.4980,401.0890,1166160,-2143491.0000,31.7839,0.4249,-0.0608
2021-05-03 15:50:00,400.9820,401.2280,401.4020,400.8490,2171824,-4315315.0000,27.3056,0.4340,-0.0924
2021-05-03 15:55:00,401.2040,401.0260,401.4020,400.6330,3970423,-344892.0000,37.2726,0.4579,-0.1323
2021-05-03 16:00:00,401.2620,401.2470,401.4500,401.0600,1551395,1206503.0000,39.6026,0.4531,-0.1444
2021-05-03 16:05:00,401.1370,401.2760,401.3630,401.0410,263075,943428.0000,36.4594,0.4437,-0.1499
2021-05-03 16:10:00,400.9350,401.2760,401.3540,400.7820,206751,736677.0000,32.0347,0.4529,-0.1525
2021-05-03 16:15:00,400.9930,400.9680,401.1140,400.8010,36815,773492.0000,34.4930,0.4429,-0.1774
2021-05-03 16:20:00,400.9640,401.0260,401.1230,400.8490,41922,731570.0000,33.8340,0.4308,-0.1902
2021-05-03 16:25:00,400.9450,401.0070,401.0850,400.8100,24146,707424.0000,33.3840,0.4197,-0.1996
2021-05-03 16:30:00,400.9930,400.9880,401.1520,400.8490,29826,737250.0000,35.7103,0.4114,-0.2062
2021-05-03 16:35:00,400.9930,401.0360,401.1140,400.8680,600,737250.0000,35.7103,0.3996,-0.2052
2021-05-03 16:40:00,400.9930,401.0360,401.1140,400.8680,6238,737250.0000,35.7103,0.3886,-0.2021
2021-05-03 16:45:00,401.0410,401.0550,401.1710,400.9250,6489,743739.0000,38.3971,0.3784,-0.1958
2021-05-03 16:50:00,400.9930,401.0840,401.1620,400.9060,10015,733724.0000,36.7434,0.3697,-0.1864
2021-05-03 16:55:00,400.9930,401.0840,401.3540,400.9060,47606,733724.0000,36.7434,0.3753,-0.1769
2021-05-03 17:00:00,400.9550,401.1030,401.2100,400.8680,8428,725296.0000,35.3457,0.3729,-0.1659
2021-05-03 17:05:00,400.9640,400.9780,401.0850,400.7240,63246,788542.0000,35.9670,0.3720,-0.1653
2021-05-03 17:10:00,400.9550,401.0260,401.1430,400.8680,10800,777742.0000,35.5986,0.3651,-0.1592
2021-05-03 17:15:00,401.0030,401.0450,401.1330,400.9160,3657,781399.0000,39.1766,0.3545,-0.1511
2021-05-03 17:20:00,400.9450,400.9880,401.1430,400.8580,6163,775236.0000,36.5352,0.3496,-0.1475
2021-05-03 17:25:00,401.0220,401.0640,401.1430,400.8870,3500,778736.0000,42.1150,0.3429,-0.1370
2021-05-03 17:30:00,401.0220,401.0640,401.1430,400.9350,100,778736.0000,42.1150,0.3332,-0.1272
2021-05-03 17:35:00,400.9550,401.0550,401.1330,400.8680,500,778236.0000,38.6829,0.3284,-0.1188
2021-05-03 17:45:00,401.2330,400.9970,401.3540,400.7820,32136,810372.0000,55.0510,0.3458,-0.1154
2021-05-03 17:50:00,400.9450,400.9880,401.0660,400.8580,400,809972.0000,42.4182,0.3479,-0.1122
2021-05-03 17:55:00,401.0220,401.0070,401.1430,400.8770,6196,816168.0000,45.9869,0.3420,-0.1069
2021-05-03 18:00:00,401.0890,401.0550,401.2580,400.9250,10168,826336.0000,48.9516,0.3414,-0.0977
2021-05-03 18:05:00,401.0220,401.1320,401.2100,400.9060,1620,824716.0000,46.2196,0.3387,-0.0833
2021-05-03 18:10:00,400.9830,400.9880,401.1040,400.8580,1305,823411.0000,44.6572,0.3321,-0.0825
2021-05-03 18:15:00,400.9930,401.0740,401.1520,400.9060,400,823811.0000,45.1690,0.3259,-0.0741
2021-05-03 18:20:00,401.0120,401.0740,401.1520,400.9250,675,824486.0000,46.1873,0.3189,-0.0666
2021-05-03 18:25:00,400.9830,401.0260,401.1040,400.8970,500,823986.0000,44.8191,0.3109,-0.0639
2021-05-03 18:30:00,401.0410,401.2760,401.3540,400.9060,400,824386.0000,48.1286,0.3207,-0.0410
2021-05-03 18:35:00,400.9450,401.0450,401.1230,400.8580,1499,822887.0000,43.4803,0.3167,-0.0411
2021-05-03 18:40:00,400.9930,401.0260,401.1140,400.8970,4810,827697.0000,46.2743,0.3096,-0.0422
2021-05-03 18:45:00,401.0410,401.0840,401.1620,400.9540,143,827840.0000,48.9899,0.3023,-0.0380
2021-05-03 18:50:00,401.0410,401.0840,401.1810,400.9540,1310,827840.0000,48.9899,0.2969,-0.0342
2021-05-03 18:55:00,400.9930,401.0360,401.1330,400.9060,1358,826482.0000,46.2771,0.2919,-0.0347
2021-05-03 19:00:00,400.9830,401.0260,401.1040,400.8970,100,826382.0000,45.7092,0.2859,-0.0355
2021-05-03 19:05:00,400.8970,401.0360,401.1140,400.7340,5191,821191.0000,41.0444,0.2926,-0.0349
2021-05-03 19:10:00,400.8970,400.9400,401.0470,400.7720,4081,821191.0000,41.0444,0.2913,-0.0417
2021-05-03 19:15:00,400.7820,400.9200,400.9990,400.6660,1997,819194.0000,35.4360,0.2943,-0.0482
2021-05-03 19:20:00,400.6380,400.8630,400.9410,400.4550,6983,812211.0000,29.9224,0.3080,-0.0572
2021-05-03 19:25:00,400.6860,400.6810,400.8070,400.4840,4872,817083.0000,33.6295,0.3091,-0.0782
2021-05-03 19:30:00,400.6570,400.7190,400.7970,400.4940,1800,815283.0000,32.5105,0.3086,-0.0907
2021-05-03 19:35:00,400.7630,400.7290,400.8830,400.5990,1064,816347.0000,40.3262,0.3069,-0.0986
2021-05-03 19:40:00,400.7240,400.7960,400.8740,400.6280,1200,815147.0000,38.5570,0.3025,-0.0984
2021-05-03 19:45:00,400.6960,400.7480,400.8260,400.6090,510,814637.0000,37.2920,0.2964,-0.1009
2021-05-03 19:50:00,400.6280,400.7090,400.8260,400.5420,2000,812637.0000,34.3450,0.2955,-0.1049
2021-05-03 19:55:00,400.6670,400.6710,400.7870,400.5030,7091,819728.0000,37.4005,0.2947,-0.1098
2021-05-04 04:00:00,400.4080,400.3160,400.5280,400.0140,2190,817538.0000,28.0608,0.3203,-0.1407
2021-05-04 04:05:00,400.4170,400.4890,400.5670,400.2060,2900,820438.0000,28.7269,0.3232,-0.1495
2021-05-04 04:10:00,400.3790,400.3930,400.5000,400.2640,368,820070.0000,27.5664,0.3170,-0.1624
2021-05-04 04:15:00,400.5040,400.4790,400.6240,400.3500,200,820270.0000,36.6346,0.3139,-0.1638
2021-05-04 04:20:00,400.7820,400.5750,400.9030,400.4460,700,820970.0000,51.2517,0.3241,-0.1553
2021-05-04 04:25:00,400.6670,400.7670,400.8450,400.5800,1600,819370.0000,46.4756,0.3199,-0.1316
2021-05-04 04:30:00,400.5520,400.6610,400.7390,400.4550,660,818710.0000,42.2368,0.3173,-0.1200
2021-05-04 04:35:00,400.2060,400.4600,400.5380,400.1200,600,818110.0000,32.6024,0.3255,-0.1256
