datetime,close,open,high,low,vol,obv,rsi,atr,macd
2021-09-01 07:00:00,436.2500,436.4250,436.5060,436.1570,4599,23737.0000,48.5775,0.2682,-0.0359
2021-09-01 07:05:00,436.1730,436.2620,436.4100,436.0800,7628,16109.0000,43.8319,0.2727,-0.0333
2021-09-01 07:10:00,436.1920,436.2330,436.3140,436.0030,7472,23581.0000,45.2531,0.2754,-0.0333
2021-09-01 07:15:00,436.1820,436.2330,436.3430,436.0900,4647,18934.0000,44.6133,0.2738,-0.0329
2021-09-01 07:20:00,436.2690,436.2520,436.3910,436.1090,3300,22234.0000,51.0923,0.2744,-0.0306
2021-09-01 07:25:00,436.2400,436.3000,436.3810,436.1470,2486,19748.0000,49.0333,0.2715,-0.0247
2021-09-01 07:30:00,436.3450,436.2330,436.4680,436.0800,25991,45739.0000,55.9544,0.2798,-0.0251
2021-09-01 07:35:00,436.2980,436.3480,436.4290,436.1860,20937,24802.0000,52.5166,0.2772,-0.0160
2021-09-01 07:40:00,436.2980,436.3390,436.4390,436.2050,3966,24802.0000,52.5166,0.2741,-0.0094
2021-09-01 07:45:00,436.3270,436.3480,436.4770,436.2050,2486,27288.0000,54.5163,0.2740,-0.0034
2021-09-01 07:50:00,436.2980,436.3770,436.4580,436.2050,2600,24688.0000,52.1511,0.2725,0.0037
2021-09-01 07:55:00,436.3750,436.3390,436.4870,436.1860,4343,29031.0000,57.4320,0.2745,0.0061
2021-09-01 08:00:00,436.3650,436.4160,436.6700,434.9230,37411,-8380.0000,56.5590,0.3797,0.0141
2021-09-01 08:05:00,436.4230,436.4060,436.5350,436.2630,16167,7787.0000,60.3260,0.3720,0.0194
2021-09-01 08:10:00,436.5100,436.4540,436.6220,436.3110,30224,38011.0000,65.2007,0.3676,0.0272
2021-09-01 08:15:00,436.4610,436.5500,436.7090,436.3110,124388,-86377.0000,60.6786,0.3698,0.0406
2021-09-01 08:20:00,436.4230,436.5410,436.6220,436.3010,16824,-103201.0000,57.3563,0.3663,0.0500
2021-09-01 08:25:00,436.3840,436.4450,436.5740,436.2630,25094,-128295.0000,54.0834,0.3624,0.0491
2021-09-01 08:30:00,436.4230,436.4160,436.6120,436.2820,17635,-110660.0000,56.7417,0.3600,0.0455
2021-09-01 08:35:00,436.3170,436.4830,436.5640,436.1760,20806,-131466.0000,48.5197,0.3620,0.0475
2021-09-01 08:40:00,436.2590,436.3290,436.4290,436.1470,11823,-143289.0000,44.7027,0.3563,0.0363
2021-09-01 08:45:00,436.2690,436.3100,436.3910,436.0510,20680,-122609.0000,45.4988,0.3552,0.0255
2021-09-01 08:50:00,436.1920,436.2810,436.3910,436.0420,19739,-142348.0000,40.6464,0.3547,0.0145
2021-09-01 08:55:00,436.1050,436.1940,436.3330,436.0130,12433,-154781.0000,35.9776,0.3522,-0.0012
