datetime,close,open,high,low,vol,obv,rsi,atr,macd
2023-03-01 06:45:00,391.8210,391.9530,391.9640,391.8110,2701,67387.0000,48.3315,0.1796,0.1029
2023-03-01 06:50:00,391.7530,391.9830,391.9930,391.7420,7597,59790.0000,46.0542,0.1847,0.1050
2023-03-01 06:55:00,391.8120,391.7660,391.8460,391.6930,3100,62890.0000,48.3291,0.1824,0.0881
2023-03-01 07:00:00,391.6930,391.7760,391.7870,391.2790,70182,-7292.0000,44.2737,0.2075,0.0747
2023-03-01 07:05:00,391.5950,391.7170,391.7570,391.5840,10859,-18151.0000,41.2070,0.2050,0.0586
2023-03-01 07:10:00,391.2700,391.5690,391.5900,391.2590,31562,-49713.0000,33.0348,0.2144,0.0335
2023-03-01 07:15:00,391.4180,391.2930,391.4620,391.2500,11640,-38073.0000,38.9705,0.2142,-0.0085
2023-03-01 07:20:00,391.4470,391.4410,391.4810,391.3870,8867,-29206.0000,40.0910,0.2056,-0.0295
2023-03-01 07:25:00,391.5750,391.4710,391.6290,391.4370,39180,9974.0000,44.8999,0.2046,-0.0433
2023-03-01 07:30:00,391.5850,391.5990,391.6680,391.4960,21977,31951.0000,45.2695,0.2023,-0.0433
2023-03-01 07:35:00,391.6830,391.5890,391.7170,391.5550,114823,146774.0000,48.8881,0.1994,-0.0437
2023-03-01 07:40:00,391.4770,391.6680,391.7080,391.4660,8362,138412.0000,42.5236,0.2025,-0.0372
2023-03-01 07:45:00,391.5360,391.5300,391.6490,391.4170,9557,147969.0000,44.7424,0.2046,-0.0427
2023-03-01 07:50:00,391.4770,391.5590,391.5900,391.4560,14517,133452.0000,42.9566,0.1995,-0.0441
2023-03-01 07:55:00,391.5850,391.5000,391.6190,391.4070,23963,157415.0000,47.1175,0.2004,-0.0495
2023-03-01 08:00:00,391.2310,391.5670,392.1010,390.4320,87415,70000.0000,37.4697,0.3053,-0.0478
2023-03-01 08:05:00,391.2110,391.2150,391.2650,391.1410,20594,49406.0000,37.0086,0.2924,-0.0740
2023-03-01 08:10:00,391.0830,391.2150,391.2250,391.0720,31350,18056.0000,34.1153,0.2824,-0.0937
2023-03-01 08:15:00,391.0040,391.1060,391.1760,390.9560,22671,-4615.0000,32.4301,0.2780,-0.1168
2023-03-01 08:20:00,390.7970,391.0080,391.0380,390.7470,39801,-44416.0000,28.4628,0.2789,-0.1413
2023-03-01 08:25:00,390.4620,390.8210,390.8510,390.4120,44080,-88496.0000,23.4607,0.2903,-0.1738
2023-03-01 08:30:00,389.9600,390.4460,390.5450,389.9200,96349,-184845.0000,18.2771,0.3142,-0.2273
2023-03-01 08:35:00,389.9990,389.9440,390.3390,389.8510,2534895,2350050.0000,19.7604,0.3266,-0.3066
2023-03-01 08:40:00,389.5560,390.0230,390.3390,389.5460,2562096,-212046.0000,16.1702,0.3600,-0.3589
2023-03-01 08:45:00,389.8220,389.5990,389.9350,389.4180,71276,-140770.0000,24.9835,0.3712,-0.4297
2023-03-01 08:50:00,389.7630,389.8950,389.9540,389.6840,37212,-177982.0000,24.3715,0.3639,-0.4566
2023-03-01 08:55:00,389.4770,389.8550,389.8660,389.4670,25543,-203525.0000,21.6081,0.3665,-0.4757
2023-03-01 09:00:00,389.4670,389.4910,389.6290,389.3780,81553,-285078.0000,21.5163,0.3582,-0.5142
2023-03-01 09:05:00,389.2800,389.4810,389.4910,389.0830,53920,-338998.0000,19.8194,0.3618,-0.5394
2023-03-01 09:10:00,389.5560,389.3230,389.6100,389.2500,65514,-273484.0000,28.7506,0.3616,-0.5655
2023-03-01 09:15:00,389.6550,389.5890,389.7770,389.5360,79924,-193560.0000,31.6899,0.3530,-0.5584
2023-03-01 09:20:00,389.6940,389.6780,389.7870,389.5460,87306,-106254.0000,32.8648,0.3450,-0.5393
2023-03-01 09:25:00,389.4670,389.6980,389.7180,389.2900,162286,-268540.0000,29.6663,0.3509,-0.5166
