datetime,close,open,high,low,vol,obv,rsi,atr,macd
2021-08-02 07:05:00,423.5000,423.4800,423.7430,423.3130,20626,-86787.0000,18.9561,0.3388,-0.1753
2021-08-02 07:10:00,423.7890,423.5760,423.9070,423.4480,11847,-74940.0000,33.4008,0.3474,-0.2108
2021-08-02 07:15:00,423.9430,423.7880,424.0990,423.6590,16976,-57964.0000,39.5806,0.3540,-0.2194
2021-08-02 07:20:00,423.8750,424.0190,424.1090,423.7850,4982,-62946.0000,37.9079,0.3519,-0.2052
2021-08-02 07:25:00,423.7210,423.8940,423.9840,423.5730,6678,-69624.0000,34.3659,0.3561,-0.2017
2021-08-02 07:30:00,423.9330,423.7500,424.0510,423.6210,21400,-48224.0000,42.3515,0.3614,-0.2081
2021-08-02 07:35:00,423.9720,423.9710,424.1470,423.8420,6331,-41893.0000,43.7084,0.3573,-0.1931
2021-08-02 07:40:00,423.9330,424.0380,424.1470,423.8420,1600,-43493.0000,42.6279,0.3536,-0.1739
2021-08-02 07:45:00,423.9910,424.0190,424.1380,423.8810,856,-42637.0000,44.8128,0.3467,-0.1583
2021-08-02 07:50:00,424.0100,424.0290,424.1380,423.8420,5040,-37597.0000,45.5445,0.3431,-0.1435
2021-08-02 07:55:00,424.0100,424.0480,424.1570,423.8810,22411,-37597.0000,45.5445,0.3383,-0.1288
2021-08-02 08:00:00,423.9520,423.6150,424.9660,423.3230,51621,-89218.0000,43.5026,0.4315,-0.1503
2021-08-02 08:05:00,423.9520,423.9810,424.1090,423.7750,11975,-89218.0000,43.5026,0.4245,-0.1362
2021-08-02 08:10:00,424.0290,423.9710,424.3400,423.8130,3000,-86218.0000,47.1506,0.4318,-0.1245
2021-08-02 08:15:00,423.9720,424.0190,424.0990,423.8130,7742,-93960.0000,44.8424,0.4214,-0.1100
2021-08-02 08:20:00,423.6640,424.0000,424.0900,423.4190,59534,-153494.0000,34.9001,0.4392,-0.0990
2021-08-02 08:25:00,423.7210,423.6730,423.8390,423.4380,13743,-139751.0000,37.6550,0.4365,-0.1152
2021-08-02 08:30:00,423.7890,423.7980,423.9070,423.5440,3345,-136406.0000,40.8698,0.4313,-0.1167
2021-08-02 08:35:00,423.6440,423.7790,423.8590,423.4770,2842,-139248.0000,36.5427,0.4277,-0.1181
2021-08-02 08:40:00,423.7410,423.6820,423.8590,423.5250,8261,-130987.0000,41.0399,0.4210,-0.1255
2021-08-02 08:45:00,423.5960,423.7790,423.8590,423.4670,4778,-135765.0000,36.8372,0.4190,-0.1222
2021-08-02 08:50:00,423.6160,423.6440,423.8100,423.5150,6085,-129680.0000,37.7836,0.4101,-0.1289
2021-08-02 08:55:00,423.7310,423.6340,423.8490,423.5050,2420,-127260.0000,43.0661,0.4054,-0.1336
2021-08-02 09:00:00,423.9240,423.7790,424.0420,423.6500,20695,-106565.0000,50.6404,0.4044,-0.1241
2021-08-02 09:05:00,423.5960,423.9520,424.0320,423.4190,33425,-139990.0000,40.7245,0.4193,-0.1015
2021-08-02 09:10:00,423.7410,423.6920,423.8680,423.5440,8537,-131453.0000,45.7791,0.4125,-0.1033
2021-08-02 09:15:00,423.7500,423.7790,423.8680,423.5920,8806,-122647.0000,46.0864,0.4028,-0.0967
2021-08-02 09:20:00,423.8750,423.8070,423.9930,423.6690,22320,-100327.0000,50.2995,0.3971,-0.0881
2021-08-02 09:25:00,423.8660,423.9040,424.0420,423.6020,119480,-219807.0000,49.9966,0.4002,-0.0727
