datetime,close,high,low,open,vol,obv,rsi,atr,macd
2024-03-25 11:25:00,520.62000,520.67999,520.37988,520.52002,290622,-7218990.00000,47.22995,0.32208,-0.14346
2024-03-25 11:30:00,520.52002,520.64001,520.40991,520.62000,269577,-7488567.00000,44.88419,0.31551,-0.13670
2024-03-25 11:35:00,520.69000,520.71729,520.41998,520.53003,475016,-7013551.00000,49.47868,0.31421,-0.11628
2024-03-25 11:40:00,520.69000,520.78497,520.64001,520.70001,230585,-7013551.00000,49.47868,0.30212,-0.09896
2024-03-25 11:45:00,520.75049,520.85999,520.65002,520.69000,271211,-6742340.00000,51.15889,0.29554,-0.07944
2024-03-25 11:50:00,520.68549,520.78009,520.52002,520.77002,365811,-7108151.00000,49.26276,0.29300,-0.06842
2024-03-25 11:55:00,520.59497,520.78497,520.58002,520.67999,390130,-7498281.00000,46.66887,0.28671,-0.06623
2024-03-25 12:00:00,520.34998,520.61499,520.28003,520.59003,664688,-8162969.00000,40.45917,0.29016,-0.08331
2024-03-25 12:05:00,520.35992,520.46997,520.32001,520.35242,546706,-7616263.00000,40.80363,0.28015,-0.09494
2024-03-25 12:10:00,520.53992,520.57031,520.34003,520.34998,280041,-7336222.00000,46.80016,0.27658,-0.08861
2024-03-25 12:15:00,520.65002,520.68201,520.50000,520.53003,305494,-7030728.00000,50.12834,0.26983,-0.07386
2024-03-25 12:20:00,520.64001,520.66998,520.53998,520.64001,232488,-7263216.00000,49.82318,0.25984,-0.06226
2024-03-25 12:25:00,520.50000,520.70001,520.46997,520.63989,256043,-7519259.00000,45.63816,0.25771,-0.06364
2024-03-25 12:30:00,520.41998,520.54999,520.38000,520.50000,314997,-7834256.00000,43.39480,0.25145,-0.07037
2024-03-25 12:35:00,520.39001,520.53998,520.38000,520.42499,271779,-8106035.00000,42.55119,0.24491,-0.07723
2024-03-25 12:40:00,520.42499,520.59998,520.29999,520.38501,317922,-7788113.00000,43.92132,0.24885,-0.07894
2024-03-25 12:45:00,520.34601,520.48999,520.28497,520.41498,216922,-8005035.00000,41.51344,0.24572,-0.08568
2024-03-25 12:50:00,520.56598,520.59009,520.22998,520.34497,306591,-7698444.00000,49.77259,0.25389,-0.07244
2024-03-25 12:55:00,520.42999,520.58502,520.36133,520.56000,261310,-7959754.00000,45.49537,0.25173,-0.07208
2024-03-25 13:00:00,520.48999,520.51898,520.32001,520.44000,296650,-7663104.00000,47.63357,0.24796,-0.06620
2024-03-25 13:05:00,520.34998,520.49500,520.28998,520.49500,271653,-7934757.00000,43.35877,0.24489,-0.07200
2024-03-25 13:10:00,520.42987,520.42999,520.13000,520.34003,435618,-7499139.00000,46.31918,0.24883,-0.06935
2024-03-25 13:15:00,520.42999,520.52002,520.37000,520.41998,232503,-7266636.00000,46.32380,0.24177,-0.06648
2024-03-25 13:20:00,520.40002,520.47998,520.25000,520.42999,265962,-7532598.00000,45.29404,0.24093,-0.06586
2024-03-25 13:25:00,520.51501,520.58002,520.40002,520.40002,294635,-7237963.00000,49.89643,0.23658,-0.05545
2024-03-25 13:30:00,520.52002,520.58990,520.42999,520.52002,288317,-6949646.00000,50.09323,0.23110,-0.04627
2024-03-25 13:35:00,520.51501,520.53998,520.42999,520.53003,268504,-7218150.00000,49.88223,0.22245,-0.03894
2024-03-25 13:40:00,520.64001,520.70502,520.50000,520.51501,310361,-6907789.00000,54.98248,0.22120,-0.02279
2024-03-25 13:45:00,520.52502,520.70001,520.50000,520.65002,292751,-7200540.00000,49.94696,0.21969,-0.01905
2024-03-25 13:50:00,520.56000,520.58002,520.43500,520.52502,267782,-6932758.00000,51.40467,0.21436,-0.01311
2024-03-25 13:55:00,520.65997,520.67999,520.51001,520.56000,211274,-6721484.00000,55.40312,0.21119,-0.00033
2024-03-25 14:00:00,520.63000,520.69000,520.56000,520.62500,351211,-7072695.00000,53.96961,0.20539,0.00730
2024-03-25 14:05:00,520.80951,520.81000,520.62000,520.62000,296161,-6776534.00000,60.55334,0.20429,0.02751
2024-03-25 14:10:00,520.72998,520.83002,520.71997,520.81000,236773,-7013307.00000,56.68496,0.19756,0.03668
2024-03-25 14:15:00,520.84003,520.91998,520.71002,520.72998,278777,-6734530.00000,60.45003,0.19844,0.05223
2024-03-25 14:20:00,520.78497,520.89001,520.77502,520.84003,231839,-6966369.00000,57.74576,0.19248,0.05943
2024-03-25 14:25:00,520.84998,520.89001,520.74500,520.78497,138432,-6827937.00000,60.01994,0.18909,0.06957
2024-03-25 14:30:00,520.71002,520.88000,520.70001,520.84998,229052,-7056989.00000,53.36083,0.18844,0.06557
2024-03-25 14:35:00,520.88190,520.91968,520.69000,520.71503,195666,-6861323.00000,59.32873,0.19139,0.07539
2024-03-25 14:40:00,520.70502,520.95001,520.69000,520.88000,221352,-7082675.00000,51.96004,0.19629,0.06812
2024-03-25 14:45:00,520.71777,520.84003,520.65002,520.70398,228413,-6854262.00000,52.41901,0.19584,0.06266
2024-03-25 14:50:00,520.80499,520.85999,520.70001,520.71997,244843,-6609419.00000,55.54630,0.19328,0.06463
2024-03-25 14:55:00,520.81000,520.86987,520.72998,520.81000,699039,-5910380.00000,55.72612,0.18947,0.06583
2024-03-25 15:00:00,520.66010,520.83002,520.65509,520.82001,477984,-6388364.00000,49.29428,0.18843,0.05407
2024-03-25 15:05:00,520.51501,520.73999,520.50879,520.65997,305849,-6694213.00000,44.00100,0.19148,0.03266
2024-03-25 15:10:00,520.43500,520.56000,520.31000,520.51001,588616,-7282829.00000,41.36286,0.19566,0.00914
2024-03-25 15:15:00,520.46503,520.53003,520.32001,520.44000,430411,-6852418.00000,42.75012,0.19669,-0.00701
2024-03-25 15:20:00,520.34998,520.48499,520.16998,520.46503,522205,-7374623.00000,38.94820,0.20514,-0.02875
2024-03-25 15:25:00,520.29498,520.38599,520.23999,520.34998,600713,-7975336.00000,37.24326,0.20091,-0.04985
2024-03-25 15:30:00,520.46002,520.51001,520.23999,520.28998,700695,-7274641.00000,45.02152,0.20585,-0.05264
2024-03-25 15:35:00,520.41998,520.53998,520.34003,520.46002,573063,-7847704.00000,43.60936,0.20543,-0.05742
2024-03-25 15:40:00,520.52502,520.70001,520.40997,520.42999,593884,-7253820.00000,48.19982,0.21147,-0.05214
2024-03-25 15:45:00,520.37518,520.59998,520.37000,520.52002,849174,-8102994.00000,42.84215,0.21279,-0.05935
2024-03-25 15:50:00,519.89001,520.38000,519.83002,520.38000,2400229,-10503223.00000,30.87515,0.23688,-0.10304
2024-03-25 15:55:00,519.81000,520.02002,519.66998,519.90002,6331273,-16834496.00000,29.41577,0.24496,-0.14247
2024-03-26 09:30:00,521.35999,521.44000,520.88000,521.22998,1571734,-15262762.00000,64.45964,0.34389,-0.04809
2024-03-26 09:35:00,521.09003,521.42999,520.96997,521.34998,551075,-15813837.00000,58.96832,0.35219,0.00486
2024-03-26 09:40:00,521.15503,521.20837,520.83002,521.09003,1697398,-14116439.00000,59.85514,0.35406,0.05148
2024-03-26 09:45:00,521.19000,521.28003,521.06598,521.16498,411423,-13705016.00000,60.35166,0.34406,0.09021
2024-03-26 09:50:00,520.95502,521.25000,520.89001,521.19000,350673,-14055689.00000,55.39422,0.34520,0.10077
2024-03-26 09:55:00,521.25000,521.27002,520.91998,521.03998,446260,-13609429.00000,59.85250,0.34554,0.13144
2024-03-26 10:00:00,521.33002,521.38000,521.17999,521.25000,504709,-13104720.00000,60.99145,0.33515,0.16035
2024-03-26 10:05:00,521.29999,521.49500,521.26001,521.32001,436410,-13541130.00000,60.30008,0.32799,0.17877
2024-03-26 10:10:00,521.33002,521.38000,520.92999,521.28998,547091,-12994039.00000,60.77887,0.33671,0.19357
2024-03-26 10:15:00,521.42499,521.58002,521.22998,521.34003,498573,-12495466.00000,62.32635,0.33766,0.21053
2024-03-26 10:20:00,521.42999,521.47992,521.27002,521.42999,359368,-12136098.00000,62.41053,0.32853,0.22182
2024-03-26 10:25:00,521.07001,521.44012,520.96503,521.43970,533262,-12669360.00000,53.20315,0.33900,0.19942
2024-03-26 10:30:00,520.98999,521.08002,520.65002,521.07001,778783,-13448143.00000,51.38836,0.34550,0.17321
2024-03-26 10:35:00,521.10498,521.15009,520.80499,520.98999,434234,-13013909.00000,53.82589,0.34547,0.15988
2024-03-26 10:40:00,521.09998,521.20001,520.91498,521.10498,481275,-13495184.00000,53.69968,0.34116,0.14722
2024-03-26 10:45:00,520.95502,521.16663,520.84998,521.12000,395417,-13890601.00000,50.03987,0.33941,0.12405
2024-03-26 10:50:00,521.16998,521.17999,520.96002,520.96002,266105,-13624496.00000,54.94387,0.33123,0.12164
2024-03-26 10:55:00,521.29999,521.37000,521.13818,521.17499,355216,-13269280.00000,57.65122,0.32413,0.12873
2024-03-26 11:00:00,521.20001,521.39001,521.15002,521.28998,344379,-13613659.00000,54.91831,0.31812,0.12484
2024-03-26 11:05:00,521.26001,521.28998,521.16998,521.20972,217929,-13395730.00000,56.25840,0.30397,0.12516
2024-03-26 11:10:00,521.21503,521.33002,521.15002,521.27002,218442,-13614172.00000,54.93978,0.29511,0.12040
2024-03-26 11:15:00,521.21002,521.31000,521.15002,521.21002,189202,-13803374.00000,54.78591,0.28546,0.11489
2024-03-26 11:20:00,521.28003,521.39001,521.10999,521.21002,275278,-13528096.00000,56.61616,0.28507,0.11486
2024-03-26 11:25:00,521.28003,521.39001,521.25000,521.28998,303380,-13528096.00000,56.61616,0.27471,0.11352
2024-03-26 11:30:00,521.25000,521.34003,521.16998,521.27502,204364,-13732460.00000,55.49855,0.26723,0.10878
2024-03-26 11:35:00,521.18500,521.28632,521.08002,521.26001,276095,-14008555.00000,53.05704,0.26288,0.09864
2024-03-26 11:40:00,521.19000,521.25000,521.06989,521.09991,184701,-13823854.00000,53.22765,0.25697,0.08998
2024-03-26 11:45:00,521.10999,521.19000,521.08502,521.18500,182125,-14005979.00000,50.09295,0.24611,0.07578
2024-03-26 11:50:00,521.40002,521.42999,521.10999,521.10999,327410,-13678569.00000,59.42148,0.25139,0.08693
2024-03-26 11:55:00,521.39691,521.42499,521.31000,521.40002,310990,-13989559.00000,59.29339,0.24165,0.09442
2024-03-26 12:00:00,521.22998,521.46002,521.17999,521.40002,252454,-14242013.00000,52.72873,0.24439,0.08590
2024-03-26 12:05:00,521.19501,521.27502,521.12500,521.21997,521440,-14763453.00000,51.44369,0.23765,0.07546
2024-03-26 12:10:00,521.17999,521.25629,521.10999,521.19000,556156,-15319609.00000,50.87049,0.23113,0.06522
2024-03-26 12:15:00,521.11499,521.25250,521.04993,521.17999,376014,-15695623.00000,48.35836,0.22909,0.05127
2024-03-26 12:20:00,521.02002,521.09998,520.92999,521.09998,391063,-16086686.00000,44.87182,0.22594,0.03218
2024-03-26 12:25:00,521.14001,521.15997,520.91498,521.01001,312289,-15774397.00000,49.79689,0.22730,0.02643
2024-03-26 12:30:00,520.96997,521.14001,520.94000,521.13501,227450,-16001847.00000,43.82221,0.22535,0.00805
2024-03-26 12:35:00,520.98993,521.09003,520.90997,520.96997,185516,-15816331.00000,44.66146,0.22211,-0.00484
2024-03-26 12:40:00,520.91998,521.01990,520.88373,520.98767,254614,-16070945.00000,42.27771,0.21597,-0.02047
2024-03-26 12:45:00,520.96002,521.07001,520.87000,520.91998,515105,-15555840.00000,44.11643,0.21483,-0.02928
2024-03-26 12:50:00,520.86499,521.04498,520.75000,520.96997,358173,-15914013.00000,40.79484,0.22056,-0.04344
2024-03-26 12:55:00,520.88000,520.94000,520.78003,520.85999,248143,-15665870.00000,41.54371,0.21623,-0.05283
2024-03-26 13:00:00,520.84497,521.00000,520.71997,520.87000,634023,-16299893.00000,40.26395,0.22079,-0.06239
2024-03-26 13:05:00,520.93500,521.01001,520.84259,520.84998,244478,-16055415.00000,44.95634,0.21698,-0.06198
2024-03-26 13:10:00,521.00000,521.00000,520.86499,520.93500,236752,-15818663.00000,48.12487,0.21112,-0.05577
2024-03-26 13:15:00,520.82501,521.01001,520.78998,521.00000,214402,-16033065.00000,41.24222,0.21176,-0.06423
2024-03-26 13:20:00,520.78998,520.87988,520.75000,520.82501,229050,-16262115.00000,40.00852,0.20591,-0.07292
2024-03-26 13:25:00,520.85999,520.89001,520.74597,520.76001,188259,-16073856.00000,43.63678,0.20149,-0.07331
2024-03-26 13:30:00,520.97998,520.98499,520.85028,520.86243,158944,-15914912.00000,49.29716,0.19672,-0.06321
2024-03-26 13:35:00,520.80402,521.00989,520.70001,520.97998,272853,-16187765.00000,42.54901,0.20480,-0.06861
2024-03-26 13:40:00,520.68872,520.88000,520.64502,520.81000,1181951,-17369716.00000,38.80118,0.20696,-0.08126
2024-03-26 13:45:00,520.63000,520.71649,520.48999,520.67999,590818,-17960534.00000,37.01315,0.20835,-0.09493
2024-03-26 13:50:00,520.72998,520.72998,520.55499,520.63501,322529,-17638005.00000,41.92080,0.20597,-0.09658
2024-03-26 13:55:00,520.65503,520.81879,520.63000,520.71997,210401,-17848406.00000,39.43979,0.20474,-0.10275
2024-03-26 14:00:00,520.84998,520.88000,520.63501,520.65997,344882,-17503524.00000,48.05155,0.20762,-0.09087
2024-03-26 14:05:00,520.83398,520.96002,520.81000,520.85760,255756,-17759280.00000,47.45542,0.20350,-0.08179
2024-03-26 14:10:00,520.84998,520.88989,520.72998,520.83502,272453,-17486827.00000,48.14818,0.20039,-0.07248
2024-03-26 14:15:00,520.92499,520.98999,520.87000,520.90991,243614,-17243213.00000,51.38599,0.19608,-0.05837
2024-03-26 14:20:00,520.91998,520.96002,520.79999,520.92999,164258,-17407471.00000,51.15646,0.19350,-0.04705
2024-03-26 14:25:00,520.96503,521.01001,520.84991,520.92499,440053,-16967418.00000,53.18329,0.19112,-0.03405
2024-03-26 14:30:00,521.01001,521.03003,520.91998,520.96002,207213,-16760205.00000,55.18336,0.18533,-0.01989
2024-03-26 14:35:00,520.79993,521.04999,520.79993,521.01001,243879,-17004084.00000,45.42332,0.18995,-0.02533
2024-03-26 14:40:00,520.69598,520.83002,520.67499,520.79272,862212,-17866296.00000,41.51132,0.18746,-0.03759
2024-03-26 14:45:00,520.69501,520.78003,520.66498,520.69000,766924,-18633220.00000,41.47518,0.18228,-0.04685
2024-03-26 14:50:00,520.83002,520.88000,520.65002,520.69000,802631,-17830589.00000,48.19083,0.18569,-0.04280
2024-03-26 14:55:00,520.84998,520.94501,520.83002,520.83002,258298,-17572291.00000,49.12031,0.18064,-0.03755
2024-03-26 15:00:00,520.77002,520.87000,520.73999,520.85999,246144,-17818435.00000,45.59152,0.17702,-0.03938
2024-03-26 15:05:00,520.83002,520.87000,520.67987,520.77502,261588,-17556847.00000,48.57684,0.17796,-0.03558
2024-03-26 15:10:00,520.70001,520.90997,520.67499,520.83002,317438,-17874285.00000,43.06317,0.18203,-0.04257
2024-03-26 15:15:00,520.63989,520.77002,520.62000,520.70502,361501,-18235786.00000,40.75920,0.17975,-0.05236
2024-03-26 15:20:00,520.58002,520.64990,520.52002,520.63000,949539,-19185325.00000,38.54721,0.17619,-0.06421
2024-03-26 15:25:00,520.21002,520.65997,519.95502,520.57501,930177,-20115502.00000,28.31958,0.21395,-0.10227
2024-03-26 15:30:00,519.76001,520.24500,519.52271,520.21002,1741856,-21857358.00000,21.01588,0.25026,-0.16683
2024-03-26 15:35:00,519.63501,519.84003,519.59497,519.76001,1737813,-23595171.00000,19.51067,0.24989,-0.22548
2024-03-26 15:40:00,519.19000,519.96997,519.16998,519.63501,1572947,-25168118.00000,15.30735,0.28918,-0.30436
2024-03-26 15:45:00,519.11139,519.44000,519.02502,519.19000,2910887,-28079005.00000,14.70466,0.29817,-0.36896
2024-03-26 15:50:00,519.14001,519.30969,518.97998,519.12000,3080175,-24998830.00000,16.00155,0.30042,-0.41309
2024-03-26 15:55:00,518.66998,519.20001,518.40002,519.15002,9707933,-34706763.00000,12.61091,0.33611,-0.48045
2024-03-27 09:30:00,521.45001,521.78003,521.34998,521.71002,2571748,-32135015.00000,62.80789,0.53424,-0.30598
2024-03-27 09:35:00,521.48999,521.64001,521.14001,521.46002,983434,-31151581.00000,63.13582,0.53180,-0.16261
2024-03-27 09:40:00,521.44000,521.53497,521.31000,521.48999,626172,-31777753.00000,62.39501,0.50988,-0.05242
2024-03-27 09:45:00,521.66998,521.71503,521.38501,521.44000,730420,-31047333.00000,64.46109,0.49704,0.05286
2024-03-27 09:50:00,521.03003,521.69501,520.87500,521.67499,817277,-31864610.00000,55.34835,0.52010,0.08368
2024-03-27 09:55:00,520.89001,521.17999,520.73999,521.03400,811817,-32676427.00000,53.56418,0.51438,0.09571
2024-03-27 10:00:00,520.08002,520.90002,519.84003,520.90002,1600375,-34276802.00000,44.60601,0.55336,0.03943
2024-03-27 10:05:00,520.17999,520.31500,519.97998,520.09003,962125,-33314677.00000,45.81064,0.53776,0.00286
2024-03-27 10:10:00,520.15002,520.31000,519.72998,520.18500,1266758,-34581435.00000,45.49129,0.54078,-0.02821
2024-03-27 10:15:00,520.37012,520.47998,520.09998,520.34497,573469,-34007966.00000,48.33963,0.52929,-0.03468
2024-03-27 10:20:00,519.84998,520.40002,519.83197,520.21997,739161,-34747127.00000,42.66545,0.53206,-0.08084
2024-03-27 10:25:00,519.93982,520.00000,519.77002,519.85992,922184,-33824943.00000,43.89059,0.51049,-0.10892
2024-03-27 10:30:00,520.19397,520.27002,519.85999,519.93500,794429,-33030514.00000,47.31988,0.50331,-0.10941
2024-03-27 10:35:00,520.25500,520.34497,520.09998,520.19000,574913,-32455601.00000,48.13962,0.48486,-0.10367
2024-03-27 10:40:00,519.93500,520.42499,519.89001,520.25000,850869,-33306470.00000,44.25163,0.48844,-0.12352
2024-03-27 10:45:00,519.67499,520.09003,519.63000,519.92999,720058,-34026528.00000,41.33078,0.48641,-0.15841
2024-03-27 10:50:00,519.89001,519.90997,519.64001,519.67999,809273,-33217255.00000,44.58818,0.47095,-0.16679
2024-03-27 10:55:00,519.84497,520.01001,519.76001,519.89001,556429,-33773684.00000,44.03660,0.45517,-0.17504
2024-03-27 11:00:00,519.84998,519.89600,519.69000,519.84998,647900,-33125784.00000,44.11932,0.43737,-0.17911
2024-03-27 11:05:00,520.01001,520.08002,519.75500,519.84998,328191,-32797593.00000,46.82570,0.42934,-0.16750
2024-03-27 11:10:00,520.00000,520.03992,519.77002,520.01599,291662,-33089255.00000,46.67344,0.41795,-0.15729
2024-03-27 11:15:00,520.04999,520.15997,519.85999,519.99902,490603,-32598652.00000,47.58997,0.40953,-0.14350
2024-03-27 11:20:00,519.88000,520.06000,519.85999,520.03998,248779,-32847431.00000,44.77200,0.39456,-0.14463
2024-03-27 11:25:00,519.69000,520.03998,519.69000,519.89001,341815,-33189246.00000,41.79305,0.39138,-0.15903
2024-03-27 11:30:00,519.67999,519.76501,519.53003,519.71002,668513,-33857759.00000,41.63588,0.38021,-0.16929
2024-03-27 11:35:00,519.85498,519.96802,519.65997,519.69000,549011,-33308748.00000,45.49488,0.37505,-0.16144
