0,1,2,3,4,5,6,7,8,9
0.29295820846556264,0.9004257990374676,0.9008353592104683,0.9096607617340062,0.9013443277381441,0.003283282254084639,0.9526953536343981,0.4632504496705234,0.15267265341030575,0.5209817591443033
0.2730048026081533,0.9007562748894813,0.8998330216470869,0.9080125591781893,0.9003488123737533,0.005582050938522823,0.9544797335211905,0.46617212122094986,0.144344665383793,0.5226434915480852
0.25369245278580843,0.9024186182455907,0.9021702511419853,0.9106488919720093,0.901011824942092,0.003228253699653687,0.9557304555633088,0.48159625264375305,0.13661535172118874,0.5255030901674012
0.2350303506053324,0.9077318063909701,0.903005977631377,0.9090006894161924,0.9023418361262827,0.003312837993142176,0.9570003547337756,0.52994905186471,0.13440239469745566,0.53166159597255
0.21702737824151486,0.902086149574366,0.9054390335355684,0.9102443421548507,0.9069905640290443,0.003176382385804385,0.9557613930646802,0.48226206026814133,0.135043831515929,0.5331541536488533
0.19969210411015204,0.902086149574366,0.900167245464857,0.9090006894161924,0.9020093333302341,0.0038155665680621315,0.9557613930646802,0.48226206026814133,0.1264485781483857,0.5346739975715241
0.1830327788750885,0.8999272620989061,0.901169583028242,0.906692744249014,0.9020093333302341,0.0051092582939346355,0.9540842057174669,0.46328179556571336,0.1261064785118666,0.5347804139323574
0.16705733148330015,0.9000933303662499,0.8948256743992218,0.9011042198799117,0.8998502242649984,0.017025824822903185,0.9584631420109154,0.46515084334114976,0.12422493051101133,0.5353043098626138
0.15177336536121122,0.8994283930238041,0.8968290139662827,0.905746816436924,0.9000163095777083,0.0026335518964808588,0.9573472520083901,0.4586539188156922,0.11631387641650634,0.5356044585726565
0.13718815486930191,0.9000933303662499,0.8968290139662827,0.9047145055342867,0.8993513039856147,0.0022193087081241007,0.9583692239268005,0.46718169316478686,0.11135343168697884,0.5365976779404341
0.12330864175838063,0.8884675552426096,0.896494790148509,0.8977919888585575,0.9001827270610434,0.0037153779022748084,0.9570080600642201,0.3603140416473789,0.12201197348727819,0.5300653505600502
0.11014143193494275,0.8927853301935365,0.8878133181346648,0.8938335331903957,0.8887218439721529,0.005340249288112502,0.9587376181739004,0.41595989910523723,0.12123155869146887,0.5281634991882342
0.09769279228579553,0.9018529897270184,0.8971632377840528,0.9027362668195629,0.8930400621026209,0.005738921164281228,0.9605575640071513,0.5176634119395603,0.12203335471456059,0.5330204510416525
0.08596864767259316,0.9050743819769416,0.9018360273242152,0.9113089642898231,0.9016768305341891,0.006721302356780915,0.9626002373639037,0.5497629092736636,0.11283942698310881,0.5392881018322715
0.07497457816174058,0.9108880998801006,0.9088483835887757,0.9146053694014604,0.9049978724471437,0.006649181725065011,0.9646265593798343,0.6040270760900144,0.11271113961941412,0.5482898345089158
0.06471581634148693,0.9130473194920974,0.9078460460253908,0.9162552204895427,0.9109786045578474,0.008530186319345958,0.9670793467008599,0.6232011390656086,0.10646782125293994,0.5569341173581457
0.055197244813163904,0.9153702824156973,0.9098490517025226,0.9198816617600833,0.9126391255143247,0.005731945480901877,0.9688977109925507,0.6438842272527975,0.09686765020312163,0.5653082663683371
0.046423393913988864,0.916700157100582,0.9130220076868127,0.9238378094830821,0.9169573436447962,0.005450108036309589,0.9706521765079383,0.6558868436595512,0.08603805858456273,0.5727219395063918
0.03839843951009736,0.9193579136511438,0.9158610737432618,0.9211998281569969,0.9167912583320863,0.00619430766053184,0.9725753685223257,0.6799813017182882,0.0885824246311738,0.5801710847647243
0.03112620105125874,0.9201869264417226,0.919867418987451,0.9272993975273991,0.9190516794380734,0.014857974177243355,0.9764628051725449,0.687587298643269,0.08598460551635664,0.5863650626901511
0.024610139733211467,0.9165198069622456,0.9148584022899477,0.9226828477801341,0.9199458827617057,0.006308579933521077,0.9745137051088564,0.6330727548632635,0.08280949326491341,0.5885588768980995
0.018853356839543478,0.9197793949136646,0.9155268499254916,0.9253211588126717,0.9166248408487512,0.002401618689145117,0.9755770107283722,0.666296802445552,0.07528330126149238,0.5921306465476077
0.013858592294803573,0.922346146053723,0.9215365347367381,0.9292773065356705,0.9197794652783706,0.003008189072096085,0.9767778392567705,0.6914623536449097,0.07303827239683555,0.5962890704940176
0.009628223329737118,0.9170326257718031,0.9181962998986002,0.925486012038899,0.9222714093102766,0.0030934510978560268,0.9755576799431422,0.6116226677385834,0.07192644857814837,0.5956942303232056
0.00616426337444298,0.9225122143210633,0.9173629106387011,0.924497881800896,0.9169573436447962,0.004766028223581893,0.9771570494492318,0.6676579426661465,0.07128501175967503,0.5984555984555985
0.0034683610877945803,0.9266599353662315,0.9258771037986975,0.9314207281830775,0.9226035799357,0.004405772196165804,0.9786747409535177,0.7057762420745936,0.0741180243745991,0.6029441859830553
0.0015417995696758169,0.9333069838349175,0.9308844510465626,0.9360369482238866,0.9265896274407481,0.00602398196967677,0.9805593163701908,0.7597520526683874,0.07752833012614921,0.610368773619657
0.0003854957615958554,0.936461284504837,0.9325555701354133,0.9416412985027058,0.9335658749158355,0.003625338690503888,0.9819000663539135,0.7828572290722902,0.0715202052597819,0.61772514564034
0.0,0.9369601535799319,0.9330547355775387,0.9403231321057923,0.9362219112367036,0.0044898109978260495,0.9834368113114971,0.7865406969220021,0.07013042548642293,0.623201495286301
0.0003854957610207599,0.9299846220784431,0.931887122499873,0.9380151869386104,0.9368869168287937,0.003015049045087627,0.9822344274756404,0.6755268028864756,0.0715202052597819,0.6222410194141643
0.001541799568526292,0.9298182216745658,0.9285468876617315,0.9386752592564243,0.9300767546664162,0.0013921612658980907,0.9813999881594256,0.6730344790539834,0.06365191361984177,0.62071571824222
0.003468361086070848,0.9249995848293331,0.9245382051880497,0.9330686010324456,0.9297442518703711,0.002270403109369541,0.9803664320112467,0.6023826522191137,0.06015608295916186,0.6157141492830539
0.006164263374200285,0.9252427087727249,0.9208680871011978,0.9263112672893925,0.9246005897357286,0.005824084009708763,0.9822056861433548,0.6051690551761892,0.06416506307462047,0.6113647216120714
