0,1,2
0.7_1_32_1_0_5_3_64_100_6.keras,"[0.29483503103256226, 0.8278688788414001]","[1.3117789030075073, 0.35483869910240173]"
0.7_1_32_1_0_5_3_8_100_6.keras,"[0.5481381416320801, 0.0]","[0.5615535378456116, 0.0]"
0.7_1_32_1_0_5_4_16_100_6.keras,"[0.45040038228034973, 0.7790697813034058]","[1.141722559928894, 0.4000000059604645]"
0.7_1_32_1_0_5_4_32_100_6.keras,"[0.3452266454696655, 0.8585858345031738]","[0.939906656742096, 0.42168673872947693]"
0.7_1_32_1_0_5_4_4_100_6.keras,"[0.45654797554016113, 0.6424999833106995]","[0.7391940355300903, 0.41566264629364014]"
0.7_1_32_1_0_5_4_64_100_6.keras,"[0.25745007395744324, 0.8204488754272461]","[1.583309531211853, 0.41726619005203247]"
0.7_1_32_1_0_5_4_8_100_6.keras,"[0.42725270986557007, 0.6354008913040161]","[0.8205227851867676, 0.4469696879386902]"
0.7_1_32_2_0_5_1_16_100_6.keras,"[0.41779085993766785, 0.688715934753418]","[0.8579455018043518, 0.4395604431629181]"
0.7_1_32_2_0_5_1_32_100_6.keras,"[0.4331333339214325, 0.8143460154533386]","[0.9323245882987976, 0.4271356761455536]"
0.7_1_32_2_0_5_1_4_100_6.keras,"[0.4344405233860016, 0.7642857432365417]","[0.8145315647125244, 0.4909090995788574]"
0.7_1_32_2_0_5_1_64_100_6.keras,"[0.4053505063056946, 0.7128547430038452]","[0.8115386366844177, 0.40963855385780334]"
0.7_1_32_2_0_5_1_8_100_6.keras,"[0.4117552936077118, 0.699312686920166]","[0.6511522531509399, 0.4301075339317322]"
0.7_1_32_2_0_5_2_16_100_6.keras,"[0.37152230739593506, 0.8282608985900879]","[0.8510261178016663, 0.4137931168079376]"
0.7_1_32_2_0_5_2_32_100_6.keras,"[0.31131482124328613, 0.8455538153648376]","[1.3708651065826416, 0.43654823303222656]"
0.7_1_32_2_0_5_2_4_100_6.keras,"[0.5479139089584351, 0.0]","[0.5618789196014404, 0.0]"
0.7_1_32_2_0_5_2_64_100_6.keras,"[0.3030441999435425, 0.8493377566337585]","[1.8702205419540405, 0.5057471394538879]"
0.7_1_32_2_0_5_2_8_100_6.keras,"[0.41869211196899414, 0.7173396944999695]","[0.6823847889900208, 0.5154638886451721]"
0.7_1_32_2_0_5_3_16_100_6.keras,"[0.3285994231700897, 0.7832061052322388]","[1.5649402141571045, 0.5757575631141663]"
0.7_1_32_2_0_5_3_32_100_6.keras,"[0.28860247135162354, 0.9095744490623474]","[1.8301738500595093, 0.48571428656578064]"
0.7_1_32_2_0_5_3_4_100_6.keras,"[0.36930063366889954, 0.7394958138465881]","[0.9873475432395935, 0.413173645734787]"
0.7_1_32_2_0_5_3_64_100_6.keras,"[0.2398035079240799, 0.8393903970718384]","[2.416858434677124, 0.35772356390953064]"
0.7_1_32_2_0_5_3_8_100_6.keras,"[0.3773828446865082, 0.7427184581756592]","[1.688525676727295, 0.4460431635379791]"
0.7_1_32_2_0_5_4_16_100_6.keras,"[0.29857560992240906, 0.7561521530151367]","[1.1245994567871094, 0.41484716534614563]"
0.7_1_32_2_0_5_4_32_100_6.keras,"[0.22767895460128784, 0.9016854166984558]","[1.9644660949707031, 0.43455496430397034]"
0.7_1_32_2_0_5_4_4_100_6.keras,"[0.4298262894153595, 0.7377777695655823]","[0.8756440877914429, 0.4015151560306549]"
0.7_1_32_2_0_5_4_64_100_6.keras,"[0.29522472620010376, 0.7406989932060242]","[2.9492383003234863, 0.3558282256126404]"
0.7_1_32_2_0_5_4_8_100_6.keras,"[0.3008580207824707, 0.7554038763046265]","[1.4355664253234863, 0.41144412755966187]"
0.7_1_32_3_0_5_1_16_100_6.keras,"[0.4075462222099304, 0.8338870406150818]","[1.808889627456665, 0.4910714328289032]"
0.7_1_32_3_0_5_1_32_100_6.keras,"[0.359234482049942, 0.6942675113677979]","[0.9309329986572266, 0.4354838728904724]"
0.7_1_32_3_0_5_1_4_100_6.keras,"[0.37091419100761414, 0.7535714507102966]","[1.0538123846054077, 0.40512821078300476]"
0.7_1_32_3_0_5_1_64_100_6.keras,"[0.3577440679073334, 0.7312312126159668]","[1.146401047706604, 0.41578948497772217]"
0.7_1_32_3_0_5_1_8_100_6.keras,"[0.3726164996623993, 0.6925287246704102]","[1.0700262784957886, 0.3730158805847168]"
0.7_1_32_3_0_5_2_16_100_6.keras,"[0.288810670375824, 0.8529887199401855]","[1.3677161931991577, 0.4444444477558136]"
0.7_1_32_3_0_5_2_32_100_6.keras,"[0.29614466428756714, 0.842024564743042]","[1.4972105026245117, 0.40721648931503296]"
0.7_1_32_3_0_5_2_4_100_6.keras,"[0.3579826056957245, 0.7957611083984375]","[1.3275591135025024, 0.45505619049072266]"
0.7_1_32_3_0_5_2_64_100_6.keras,"[0.3026055097579956, 0.728205144405365]","[2.035249948501587, 0.5188679099082947]"
0.7_1_32_3_0_5_2_8_100_6.keras,"[0.3597121834754944, 0.7769911289215088]","[1.2572178840637207, 0.4193548262119293]"
0.7_1_32_3_0_5_3_16_100_6.keras,"[0.28545108437538147, 0.8044619560241699]","[1.7020952701568604, 0.47204968333244324]"
0.7_1_32_3_0_5_3_32_100_6.keras,"[0.2480248361825943, 0.848523736000061]","[1.651246190071106, 0.39590445160865784]"
0.7_1_32_3_0_5_3_4_100_6.keras,"[0.3983275890350342, 0.7878788113594055]","[1.3401784896850586, 0.4189189076423645]"
0.7_1_32_3_0_5_3_64_100_6.keras,"[0.21553625166416168, 0.8449519276618958]","[2.344203233718872, 0.447761207818985]"
0.7_1_32_3_0_5_3_8_100_6.keras,"[0.31230753660202026, 0.8671586513519287]","[1.0988645553588867, 0.4736842215061188]"
0.7_1_32_3_0_5_4_16_100_6.keras,"[0.27613696455955505, 0.7832401990890503]","[2.3044638633728027, 0.3888888955116272]"
0.7_1_32_3_0_5_4_32_100_6.keras,"[0.22958536446094513, 0.9050279259681702]","[2.240097761154175, 0.4161490797996521]"
0.7_1_32_3_0_5_4_4_100_6.keras,"[0.5476924180984497, 0.0]","[0.5621477365493774, 0.0]"
0.7_1_32_3_0_5_4_64_100_6.keras,"[0.19308976829051971, 0.9427012205123901]","[3.4738385677337646, 0.3838862478733063]"
0.7_1_32_3_0_5_4_8_100_6.keras,"[0.2958466112613678, 0.824404776096344]","[2.17566180229187, 0.3660130798816681]"
0.7_1_4_1_0_5_1_16_100_6.keras,"[0.5138119459152222, 0.0]","[0.5037943124771118, 0.0]"
0.7_1_4_1_0_5_1_32_100_6.keras,"[0.516813337802887, 0.0]","[0.5103529691696167, 0.0]"
0.7_1_4_1_0_5_1_4_100_6.keras,"[0.5085517764091492, 0.5858585834503174]","[0.5112457871437073, 0.5754716992378235]"
0.7_1_4_1_0_5_1_64_100_6.keras,"[0.5138173699378967, 1.0]","[0.5174432396888733, 0.0]"
0.7_1_4_1_0_5_1_8_100_6.keras,"[0.5194936394691467, 0.5645161271095276]","[0.5063933730125427, 0.5964912176132202]"
0.7_1_4_1_0_5_2_16_100_6.keras,"[0.5052599310874939, 0.4117647111415863]","[0.5020943284034729, 0.699999988079071]"
0.7_1_4_1_0_5_2_32_100_6.keras,"[0.5047249794006348, 0.7250000238418579]","[0.5058982968330383, 0.6354166865348816]"
0.7_1_4_1_0_5_2_4_100_6.keras,"[0.507952868938446, 0.5348837375640869]","[0.5008653402328491, 0.5350877046585083]"
0.7_1_4_1_0_5_2_64_100_6.keras,"[0.49886220693588257, 0.6499999761581421]","[0.6349013447761536, 0.4871794879436493]"
0.7_1_4_1_0_5_2_8_100_6.keras,"[0.5095331072807312, 0.6617646813392639]","[0.49591848254203796, 0.5957446694374084]"
0.7_1_4_1_0_5_3_16_100_6.keras,"[0.48887526988983154, 0.4986666738986969]","[0.541343092918396, 0.4615384638309479]"
0.7_1_4_1_0_5_3_32_100_6.keras,"[0.4331844449043274, 0.6837416291236877]","[0.601784348487854, 0.5405405163764954]"
0.7_1_4_1_0_5_3_4_100_6.keras,"[0.5097705125808716, 0.6600000262260437]","[0.5035631656646729, 0.4961240291595459]"
0.7_1_4_1_0_5_3_64_100_6.keras,"[0.4860832691192627, 0.6000000238418579]","[0.7165420055389404, 0.3417721390724182]"
0.7_1_4_1_0_5_3_8_100_6.keras,"[0.5216466188430786, 0.0]","[0.5144245028495789, 0.0]"
0.7_1_4_1_0_5_4_16_100_6.keras,"[0.4760406017303467, 0.6542553305625916]","[0.6021167039871216, 0.4895104765892029]"
0.7_1_4_1_0_5_4_32_100_6.keras,"[0.44964224100112915, 0.7270029783248901]","[0.7034202218055725, 0.5784313678741455]"
0.7_1_4_1_0_5_4_4_100_6.keras,"[0.5481379628181458, 0.0]","[0.561618983745575, 0.0]"
0.7_1_4_1_0_5_4_64_100_6.keras,"[0.4954940974712372, 0.7342657446861267]","[0.622307538986206, 0.43939393758773804]"
0.7_1_4_1_0_5_4_8_100_6.keras,"[0.48258548974990845, 0.6682464480400085]","[0.5435065031051636, 0.40625]"
0.7_1_4_2_0_5_1_16_100_6.keras,"[0.5041168928146362, 0.6947368383407593]","[0.5175529718399048, 0.0]"
0.7_1_4_2_0_5_1_32_100_6.keras,"[0.5113275647163391, 0.5876288414001465]","[0.509798526763916, 0.5777778029441833]"
0.7_1_4_2_0_5_1_4_100_6.keras,"[0.5025392770767212, 0.6226415038108826]","[0.7986152768135071, 0.392070472240448]"
0.7_1_4_2_0_5_1_64_100_6.keras,"[0.5185150504112244, 0.6304348111152649]","[0.5066391825675964, 0.6176470518112183]"
0.7_1_4_2_0_5_1_8_100_6.keras,"[0.5166943073272705, 0.6000000238418579]","[0.50704425573349, 0.7027027010917664]"
0.7_1_4_2_0_5_2_16_100_6.keras,"[0.4867754280567169, 0.5958083868026733]","[0.5790196657180786, 0.4879518151283264]"
0.7_1_4_2_0_5_2_32_100_6.keras,"[0.4853660464286804, 0.6287878751754761]","[0.5388906002044678, 0.46385541558265686]"
0.7_1_4_2_0_5_2_4_100_6.keras,"[0.5054844617843628, 0.6274510025978088]","[0.5245891809463501, 0.5192307829856873]"
0.7_1_4_2_0_5_2_64_100_6.keras,"[0.48532578349113464, 0.5791666507720947]","[0.679658830165863, 0.37735849618911743]"
0.7_1_4_2_0_5_2_8_100_6.keras,"[0.5076515674591064, 0.5324675440788269]","[0.5107885599136353, 0.5612244606018066]"
0.7_1_4_2_0_5_3_16_100_6.keras,"[0.4790980815887451, 0.6725146174430847]","[0.5911403298377991, 0.47770699858665466]"
0.7_1_4_2_0_5_3_32_100_6.keras,"[0.4918281137943268, 0.5497075915336609]","[0.5390148162841797, 0.44131454825401306]"
0.7_1_4_2_0_5_3_4_100_6.keras,"[0.5479151606559753, 0.0]","[0.561818540096283, 0.0]"
0.7_1_4_2_0_5_3_64_100_6.keras,"[0.42524659633636475, 0.6666666865348816]","[0.8726997971534729, 0.5153846144676208]"
0.7_1_4_2_0_5_3_8_100_6.keras,"[0.4746555685997009, 0.6715866923332214]","[0.5247451663017273, 0.5858585834503174]"
0.7_1_4_2_0_5_4_16_100_6.keras,"[0.49757272005081177, 0.5886214375495911]","[0.5770336985588074, 0.508474588394165]"
0.7_1_4_2_0_5_4_32_100_6.keras,"[0.47706782817840576, 0.6135265827178955]","[0.4984227120876312, 0.5230769515037537]"
0.7_1_4_2_0_5_4_4_100_6.keras,"[0.4935465455055237, 0.0]","[0.5122215747833252, 0.0]"
0.7_1_4_2_0_5_4_64_100_6.keras,"[0.4894067645072937, 0.603715181350708]","[1.1252177953720093, 0.36097562313079834]"
0.7_1_4_2_0_5_4_8_100_6.keras,"[0.48401519656181335, 0.6355684995651245]","[0.5715006589889526, 0.5384615659713745]"
0.7_1_4_3_0_5_1_16_100_6.keras,"[0.5067417025566101, 0.6966292262077332]","[0.753966212272644, 0.4375]"
0.7_1_4_3_0_5_1_32_100_6.keras,"[0.5030776262283325, 0.75]","[0.5955492854118347, 0.5098039507865906]"
0.7_1_4_3_0_5_1_4_100_6.keras,"[0.48405784368515015, 0.6428571343421936]","[0.5070942044258118, 0.0]"
0.7_1_4_3_0_5_1_64_100_6.keras,"[0.4867675304412842, 0.5901060104370117]","[0.5103781223297119, 0.6043956279754639]"
0.7_1_4_3_0_5_1_8_100_6.keras,"[0.5039778351783752, 0.5652173757553101]","[0.5231685042381287, 0.5188679099082947]"
0.7_1_4_3_0_5_2_16_100_6.keras,"[0.4847153127193451, 0.7460317611694336]","[0.6094209551811218, 0.455089807510376]"
0.7_1_4_3_0_5_2_32_100_6.keras,"[0.4834567606449127, 0.6576923131942749]","[0.5239710211753845, 0.548872172832489]"
0.7_1_4_3_0_5_2_4_100_6.keras,"[0.49264124035835266, 0.5451894998550415]","[0.5074372887611389, 0.4701492488384247]"
0.7_1_4_3_0_5_2_64_100_6.keras,"[0.4837837815284729, 0.662162184715271]","[0.6533448696136475, 0.5769230723381042]"
0.7_1_4_3_0_5_2_8_100_6.keras,"[0.4913817346096039, 0.761904776096344]","[0.6258652210235596, 0.5060241222381592]"
0.7_1_4_3_0_5_3_16_100_6.keras,"[0.48265114426612854, 0.591549277305603]","[0.9232995510101318, 0.0]"
0.7_1_4_3_0_5_3_32_100_6.keras,"[0.44601210951805115, 0.6644951105117798]","[0.6301741600036621, 0.5555555820465088]"
0.7_1_4_3_0_5_3_4_100_6.keras,"[0.48764529824256897, 0.6085106134414673]","[0.5157983303070068, 0.4285714328289032]"
0.7_1_4_3_0_5_3_64_100_6.keras,"[0.4364258050918579, 0.7210526466369629]","[0.8577476739883423, 0.42105263471603394]"
0.7_1_4_3_0_5_3_8_100_6.keras,"[0.5476910471916199, 0.0]","[0.562187910079956, 0.0]"
0.7_1_4_3_0_5_4_16_100_6.keras,"[0.4884931147098541, 0.5789473652839661]","[0.5857096910476685, 0.41558441519737244]"
0.7_1_4_3_0_5_4_32_100_6.keras,"[0.44532665610313416, 0.6477541327476501]","[0.8205724358558655, 0.6984127163887024]"
0.7_1_4_3_0_5_4_4_100_6.keras,"[0.481098473072052, 0.5056657195091248]","[0.4989416301250458, 0.5352112650871277]"
0.7_1_4_3_0_5_4_64_100_6.keras,"[0.48036861419677734, 0.6273764371871948]","[0.6236315965652466, 0.450549453496933]"
0.7_1_4_3_0_5_4_8_100_6.keras,"[0.4995092451572418, 0.692307710647583]","[0.5113667249679565, 0.0]"
0.7_1_64_1_0_5_1_16_100_6.keras,"[0.48105260729789734, 0.5826446413993835]","[0.5155800580978394, 0.5714285969734192]"
0.7_1_64_1_0_5_1_32_100_6.keras,"[0.48989301919937134, 0.6710526347160339]","[0.5527690649032593, 0.4479166567325592]"
0.7_1_64_1_0_5_1_4_100_6.keras,"[0.48557329177856445, 0.6496350169181824]","[0.5622526407241821, 0.43414634466171265]"
0.7_1_64_1_0_5_1_64_100_6.keras,"[0.495160847902298, 0.5365239381790161]","[0.5351759195327759, 0.47560974955558777]"
0.7_1_64_1_0_5_1_8_100_6.keras,"[0.48380041122436523, 0.6692913174629211]","[0.5336016416549683, 0.5048543810844421]"
0.7_1_64_1_0_5_2_16_100_6.keras,"[0.4122525751590729, 0.8253424763679504]","[0.7706997394561768, 0.3928571343421936]"
0.7_1_64_1_0_5_2_32_100_6.keras,"[0.3736366033554077, 0.6881987452507019]","[0.825847864151001, 0.3669724762439728]"
0.7_1_64_1_0_5_2_4_100_6.keras,"[0.4915291666984558, 0.0]","[0.5755321383476257, 0.0]"
0.7_1_64_1_0_5_2_64_100_6.keras,"[0.36605873703956604, 0.7533632516860962]","[0.7809404730796814, 0.42138364911079407]"
0.7_1_64_1_0_5_2_8_100_6.keras,"[0.43504858016967773, 0.6674208045005798]","[0.8172243237495422, 0.4337349534034729]"
0.7_1_64_1_0_5_3_16_100_6.keras,"[0.35990840196609497, 0.7687187790870667]","[0.9232521653175354, 0.37788018584251404]"
0.7_1_64_1_0_5_3_32_100_6.keras,"[0.41153421998023987, 0.7769607901573181]","[1.2613602876663208, 0.40816327929496765]"
0.7_1_64_1_0_5_3_4_100_6.keras,"[0.5481384992599487, 0.0]","[0.5616350769996643, 0.0]"
0.7_1_64_1_0_5_3_64_100_6.keras,"[0.2900944948196411, 0.7745097875595093]","[1.3190991878509521, 0.4291187822818756]"
0.7_1_64_1_0_5_3_8_100_6.keras,"[0.4270719289779663, 0.6461039185523987]","[0.8326252102851868, 0.42424243688583374]"
0.7_1_64_1_0_5_4_16_100_6.keras,"[0.3565409779548645, 0.7996389865875244]","[0.8395604491233826, 0.4508196711540222]"
0.7_1_64_1_0_5_4_32_100_6.keras,"[0.2811015844345093, 0.7852028608322144]","[1.5620691776275635, 0.43478259444236755]"
0.7_1_64_1_0_5_4_4_100_6.keras,"[0.459083616733551, 0.6893423795700073]","[0.5210631489753723, 0.5583333373069763]"
0.7_1_64_1_0_5_4_64_100_6.keras,"[0.28538447618484497, 0.7306201457977295]","[1.5365700721740723, 0.4739130437374115]"
0.7_1_64_1_0_5_4_8_100_6.keras,"[0.38470757007598877, 0.7310606241226196]","[1.255608081817627, 0.4367816150188446]"
0.7_1_64_2_0_5_1_16_100_6.keras,"[0.3614993095397949, 0.7408584952354431]","[1.1406633853912354, 0.4291044771671295]"
0.7_1_64_2_0_5_1_32_100_6.keras,"[0.3957403898239136, 0.7760531902313232]","[0.8920618891716003, 0.4938271641731262]"
0.7_1_64_2_0_5_1_4_100_6.keras,"[0.38163450360298157, 0.6945500373840332]","[1.0012009143829346, 0.3726707994937897]"
0.7_1_64_2_0_5_1_64_100_6.keras,"[0.3565031588077545, 0.8010380864143372]","[1.0561014413833618, 0.3913043439388275]"
0.7_1_64_2_0_5_1_8_100_6.keras,"[0.36553192138671875, 0.7588533163070679]","[1.1995705366134644, 0.4576271176338196]"
0.7_1_64_2_0_5_2_16_100_6.keras,"[0.2797560691833496, 0.8259740471839905]","[1.6751415729522705, 0.4000000059604645]"
0.7_1_64_2_0_5_2_32_100_6.keras,"[0.31749188899993896, 0.788811206817627]","[1.4853894710540771, 0.35593220591545105]"
0.7_1_64_2_0_5_2_4_100_6.keras,"[0.32947853207588196, 0.7984732985496521]","[1.3620141744613647, 0.46315789222717285]"
0.7_1_64_2_0_5_2_64_100_6.keras,"[0.25272437930107117, 0.8169364929199219]","[2.347766637802124, 0.4085365831851959]"
0.7_1_64_2_0_5_2_8_100_6.keras,"[0.3433457314968109, 0.7775947451591492]","[1.3773128986358643, 0.39855071902275085]"
0.7_1_64_2_0_5_3_16_100_6.keras,"[0.275003582239151, 0.8647845387458801]","[2.1627535820007324, 0.4071856141090393]"
0.7_1_64_2_0_5_3_32_100_6.keras,"[0.23462940752506256, 0.9403225779533386]","[2.423830986022949, 0.4399999976158142]"
0.7_1_64_2_0_5_3_4_100_6.keras,"[0.40843942761421204, 0.0]","[0.942089855670929, 0.0]"
0.7_1_64_2_0_5_3_64_100_6.keras,"[0.21204344928264618, 0.9004092812538147]","[1.9551535844802856, 0.3855932056903839]"
0.7_1_64_2_0_5_3_8_100_6.keras,"[0.3228260576725006, 0.757022500038147]","[1.3475571870803833, 0.395256906747818]"
0.7_1_64_2_0_5_4_16_100_6.keras,"[0.24283930659294128, 0.7927350401878357]","[2.1555850505828857, 0.3827160596847534]"
0.7_1_64_2_0_5_4_32_100_6.keras,"[0.2115652859210968, 0.8933333158493042]","[2.9822866916656494, 0.4137931168079376]"
0.7_1_64_2_0_5_4_4_100_6.keras,"[0.3576085865497589, 0.5985804200172424]","[1.5691266059875488, 0.4166666567325592]"
0.7_1_64_2_0_5_4_64_100_6.keras,"[0.22167335450649261, 0.9198855757713318]","[2.55672287940979, 0.4252336323261261]"
0.7_1_64_2_0_5_4_8_100_6.keras,"[0.3021722137928009, 0.7727272510528564]","[1.5224794149398804, 0.3401360511779785]"
0.7_1_64_3_0_5_1_16_100_6.keras,"[0.2765294909477234, 0.8335724472999573]","[2.135624885559082, 0.38926175236701965]"
0.7_1_64_3_0_5_1_32_100_6.keras,"[0.29709213972091675, 0.7571921944618225]","[2.0783846378326416, 0.4615384638309479]"
0.7_1_64_3_0_5_1_4_100_6.keras,"[0.27558010816574097, 0.808842658996582]","[2.1216914653778076, 0.41044774651527405]"
0.7_1_64_3_0_5_1_64_100_6.keras,"[0.32426127791404724, 0.8255612850189209]","[2.3572678565979004, 0.3877550959587097]"
0.7_1_64_3_0_5_1_8_100_6.keras,"[0.29302453994750977, 0.8655462265014648]","[2.239192485809326, 0.40816327929496765]"
0.7_1_64_3_0_5_2_16_100_6.keras,"[0.21402795612812042, 0.8891856074333191]","[2.879068613052368, 0.6101694703102112]"
0.7_1_64_3_0_5_2_32_100_6.keras,"[0.22524267435073853, 0.9081920981407166]","[2.4232425689697266, 0.45517241954803467]"
0.7_1_64_3_0_5_2_4_100_6.keras,"[0.2769307494163513, 0.8405994772911072]","[2.3668301105499268, 0.42268040776252747]"
0.7_1_64_3_0_5_2_64_100_6.keras,"[0.20755086839199066, 0.8830694556236267]","[3.211552143096924, 0.46666666865348816]"
0.7_1_64_3_0_5_2_8_100_6.keras,"[0.2298106849193573, 0.8280044198036194]","[2.446324586868286, 0.4151785671710968]"
0.7_1_64_3_0_5_3_16_100_6.keras,"[0.22968679666519165, 0.8638613820075989]","[3.7866053581237793, 0.5208333134651184]"
0.7_1_64_3_0_5_3_32_100_6.keras,"[0.22320225834846497, 0.8516355156898499]","[1.8633805513381958, 0.41530054807662964]"
0.7_1_64_3_0_5_3_4_100_6.keras,"[0.5476906895637512, 0.0]","[0.562227725982666, 0.0]"
0.7_1_64_3_0_5_3_64_100_6.keras,"[0.20930422842502594, 0.839907169342041]","[2.9341773986816406, 0.40816327929496765]"
0.7_1_64_3_0_5_3_8_100_6.keras,"[0.2508693337440491, 0.8148148059844971]","[1.8950234651565552, 0.4394904375076294]"
0.7_1_64_3_0_5_4_16_100_6.keras,"[0.1952408105134964, 0.8668197393417358]","[1.7726738452911377, 0.4789915978908539]"
0.7_1_64_3_0_5_4_32_100_6.keras,"[0.19188295304775238, 0.8605442047119141]","[2.556100845336914, 0.45270270109176636]"
0.7_1_64_3_0_5_4_4_100_6.keras,"[0.26195552945137024, 0.7842278480529785]","[1.6826438903808594, 0.41492536664009094]"
0.7_1_64_3_0_5_4_64_100_6.keras,"[0.2120889127254486, 0.9275568127632141]","[4.986245155334473, 0.41085270047187805]"
0.7_1_64_3_0_5_4_8_100_6.keras,"[0.2476017028093338, 0.8229548335075378]","[2.6933188438415527, 0.48076921701431274]"
0.7_1_8_1_0_5_1_16_100_6.keras,"[0.5124479532241821, 0.529411792755127]","[0.5069125890731812, 0.6666666865348816]"
0.7_1_8_1_0_5_1_32_100_6.keras,"[0.5165011286735535, 0.0]","[0.5111445188522339, 0.0]"
0.7_1_8_1_0_5_1_4_100_6.keras,"[0.5136584639549255, 0.7272727489471436]","[0.5040864944458008, 0.692307710647583]"
0.7_1_8_1_0_5_1_64_100_6.keras,"[0.5179360508918762, 0.5555555820465088]","[0.5113746523857117, 0.800000011920929]"
0.7_1_8_1_0_5_1_8_100_6.keras,"[0.5083982348442078, 0.5161290168762207]","[0.5093651413917542, 0.4609929025173187]"
0.7_1_8_1_0_5_2_16_100_6.keras,"[0.49330100417137146, 0.60597825050354]","[0.5038016438484192, 0.46794870495796204]"
0.7_1_8_1_0_5_2_32_100_6.keras,"[0.4759614169597626, 0.6273885369300842]","[0.6061050891876221, 0.5490196347236633]"
0.7_1_8_1_0_5_2_4_100_6.keras,"[0.4933985769748688, 0.607594907283783]","[0.5513808727264404, 0.41798943281173706]"
0.7_1_8_1_0_5_2_64_100_6.keras,"[0.4834784269332886, 0.7117903828620911]","[0.5173160433769226, 0.5221238732337952]"
0.7_1_8_1_0_5_2_8_100_6.keras,"[0.5032351016998291, 0.5]","[0.514771044254303, 0.0]"
0.7_1_8_1_0_5_3_16_100_6.keras,"[0.4609507620334625, 0.6615384817123413]","[0.6335131525993347, 0.4810126721858978]"
0.7_1_8_1_0_5_3_32_100_6.keras,"[0.44214481115341187, 0.6973365545272827]","[0.8744477033615112, 0.41081079840660095]"
0.7_1_8_1_0_5_3_4_100_6.keras,"[0.5061137080192566, 0.0]","[0.6201044917106628, 0.0]"
0.7_1_8_1_0_5_3_64_100_6.keras,"[0.33834362030029297, 0.8025889992713928]","[0.8884170055389404, 0.3986486494541168]"
0.7_1_8_1_0_5_3_8_100_6.keras,"[0.4897089898586273, 0.5930232405662537]","[0.526541531085968, 0.557692289352417]"
0.7_1_8_1_0_5_4_16_100_6.keras,"[0.45297569036483765, 0.6394557952880859]","[0.6934228539466858, 0.6909090876579285]"
0.7_1_8_1_0_5_4_32_100_6.keras,"[0.49331748485565186, 0.7394366264343262]","[0.8568949699401855, 0.3841642141342163]"
0.7_1_8_1_0_5_4_4_100_6.keras,"[0.4969317615032196, 0.9090909361839294]","[0.5387712121009827, 0.0]"
0.7_1_8_1_0_5_4_64_100_6.keras,"[0.43670105934143066, 0.6800000071525574]","[0.6284955739974976, 0.43386244773864746]"
0.7_1_8_1_0_5_4_8_100_6.keras,"[0.46258866786956787, 0.6298850774765015]","[0.5164546966552734, 0.5744680762290955]"
0.7_1_8_2_0_5_1_16_100_6.keras,"[0.4867396056652069, 0.6073059439659119]","[0.5302654504776001, 0.523809552192688]"
0.7_1_8_2_0_5_1_32_100_6.keras,"[0.5000908374786377, 0.6129032373428345]","[0.5124473571777344, 0.7714285850524902]"
0.7_1_8_2_0_5_1_4_100_6.keras,"[0.5082191228866577, 0.47863247990608215]","[0.4999864995479584, 0.5039370059967041]"
0.7_1_8_2_0_5_1_64_100_6.keras,"[0.502792239189148, 0.6258503198623657]","[0.5055357813835144, 0.4637681245803833]"
0.7_1_8_2_0_5_1_8_100_6.keras,"[0.4984716773033142, 0.5982142686843872]","[0.5229412913322449, 0.6363636255264282]"
0.7_1_8_2_0_5_2_16_100_6.keras,"[0.460644006729126, 0.7293233275413513]","[0.633409321308136, 0.4342857003211975]"
0.7_1_8_2_0_5_2_32_100_6.keras,"[0.4689342677593231, 0.6198704242706299]","[0.5857462286949158, 0.4217686951160431]"
0.7_1_8_2_0_5_2_4_100_6.keras,"[0.49570828676223755, 0.8333333134651184]","[0.5774949193000793, 0.375]"
0.7_1_8_2_0_5_2_64_100_6.keras,"[0.42827609181404114, 0.7035490870475769]","[0.6387084126472473, 0.4217391312122345]"
0.7_1_8_2_0_5_2_8_100_6.keras,"[0.47773829102516174, 0.625]","[0.7907360196113586, 0.451977401971817]"
0.7_1_8_2_0_5_3_16_100_6.keras,"[0.4547164738178253, 0.6292682886123657]","[0.7154982089996338, 0.465753436088562]"
0.7_1_8_2_0_5_3_32_100_6.keras,"[0.4173744022846222, 0.6661585569381714]","[0.9332365989685059, 0.4728682041168213]"
0.7_1_8_2_0_5_3_4_100_6.keras,"[0.48595020174980164, 0.6489796042442322]","[0.537106990814209, 0.75]"
0.7_1_8_2_0_5_3_64_100_6.keras,"[0.32045280933380127, 0.7850877046585083]","[1.1407184600830078, 0.42399999499320984]"
0.7_1_8_2_0_5_3_8_100_6.keras,"[0.461353600025177, 0.6448979377746582]","[0.7482411861419678, 0.4399999976158142]"
0.7_1_8_2_0_5_4_16_100_6.keras,"[0.41393372416496277, 0.7447698712348938]","[0.7182676196098328, 0.45370370149612427]"
0.7_1_8_2_0_5_4_32_100_6.keras,"[0.41630902886390686, 0.6906474828720093]","[0.8642892837524414, 0.4436090290546417]"
0.7_1_8_2_0_5_4_4_100_6.keras,"[0.48191726207733154, 0.546637773513794]","[0.5295653343200684, 0.46875]"
0.7_1_8_2_0_5_4_64_100_6.keras,"[0.21999070048332214, 0.8702290058135986]","[2.0388247966766357, 0.3932584226131439]"
0.7_1_8_2_0_5_4_8_100_6.keras,"[0.4211193323135376, 0.7849740982055664]","[0.9270035028457642, 0.6000000238418579]"
