0,1,2
0.7_0_4_3_0_5_1_16_100_6.keras,"[0.49666351079940796, 0.5028571486473083]","[0.5021569132804871, 0.43421053886413574]"
0.7_0_4_3_0_5_1_32_100_6.keras,"[0.4748523235321045, 0.5520504713058472]","[0.5195202231407166, 0.5042017102241516]"
0.7_0_4_3_0_5_1_4_100_6.keras,"[0.5048708915710449, 0.5760869383811951]","[0.502761960029602, 0.0]"
0.7_0_4_3_0_5_1_64_100_6.keras,"[0.45732414722442627, 0.6666666865348816]","[0.5706616044044495, 0.49484536051750183]"
0.7_0_4_3_0_5_1_8_100_6.keras,"[0.49139469861984253, 0.6132075190544128]","[0.5099889039993286, 0.5666666626930237]"
0.7_0_4_3_0_5_2_16_100_6.keras,"[0.45934075117111206, 0.6457765698432922]","[0.5819085240364075, 0.5098039507865906]"
0.7_0_4_3_0_5_2_32_100_6.keras,"[0.4004422128200531, 0.7509363293647766]","[0.8589028120040894, 0.3973214328289032]"
0.7_0_4_3_0_5_2_4_100_6.keras,"[0.5041922926902771, 0.6036585569381714]","[0.49642443656921387, 0.5568181872367859]"
0.7_0_4_3_0_5_2_64_100_6.keras,"[0.3152603805065155, 0.8657243847846985]","[1.0739034414291382, 0.45614033937454224]"
0.7_0_4_3_0_5_2_8_100_6.keras,"[0.4722825288772583, 0.6225806474685669]","[0.5239274501800537, 0.48322147130966187]"
0.7_0_4_3_0_5_3_16_100_6.keras,"[0.3961503803730011, 0.7133333086967468]","[0.7504982352256775, 0.45267489552497864]"
0.7_0_4_3_0_5_3_32_100_6.keras,"[0.3226241171360016, 0.8166383504867554]","[1.857326865196228, 0.3333333432674408]"
0.7_0_4_3_0_5_3_4_100_6.keras,"[0.4951053261756897, 0.6545454263687134]","[0.521283745765686, 0.46987950801849365]"
0.7_0_4_3_0_5_3_64_100_6.keras,"[0.1858397275209427, 0.90220046043396]","[2.036241292953491, 0.4110429584980011]"
0.7_0_4_3_0_5_3_8_100_6.keras,"[0.46768128871917725, 0.6075471639633179]","[0.5724313259124756, 0.4897959232330322]"
0.7_0_8_1_0_5_0_16_100_6.keras,"[0.4938153922557831, 0.5344827771186829]","[0.5038485527038574, 0.5660377144813538]"
0.7_0_8_1_0_5_0_32_100_6.keras,"[0.4733995497226715, 0.5592417120933533]","[0.5427446365356445, 0.5593220591545105]"
0.7_0_8_1_0_5_0_4_100_6.keras,"[0.496999591588974, 0.5251141786575317]","[0.5543291568756104, 0.43809524178504944]"
0.7_0_8_1_0_5_0_64_100_6.keras,"[0.4507928788661957, 0.6304348111152649]","[0.6060723066329956, 0.44262295961380005]"
0.7_0_8_1_0_5_0_8_100_6.keras,"[0.4917008876800537, 0.6511628031730652]","[0.49925124645233154, 0.6000000238418579]"
0.7_0_8_1_0_5_1_16_100_6.keras,"[0.49522385001182556, 0.529411792755127]","[0.5382806062698364, 0.5188679099082947]"
0.7_0_8_1_0_5_1_32_100_6.keras,"[0.47503966093063354, 0.605555534362793]","[0.5263558626174927, 0.5270270109176636]"
0.7_0_8_1_0_5_1_4_100_6.keras,"[0.5055209994316101, 0.5131579041481018]","[0.5407776236534119, 0.4029850661754608]"
0.7_0_8_1_0_5_1_64_100_6.keras,"[0.45726627111434937, 0.6806083917617798]","[0.5869870185852051, 0.5555555820465088]"
0.7_0_8_1_0_5_1_8_100_6.keras,"[0.5152731537818909, 0.4060606062412262]","[0.5028507709503174, 0.6136363744735718]"
0.7_0_8_1_0_5_2_16_100_6.keras,"[0.41968077421188354, 0.7719298005104065]","[0.7879988551139832, 0.7083333134651184]"
0.7_0_8_1_0_5_2_32_100_6.keras,"[0.42597830295562744, 0.6362434029579163]","[0.6780644059181213, 0.44897958636283875]"
0.7_0_8_1_0_5_2_4_100_6.keras,"[0.4807778596878052, 0.6455696225166321]","[0.5490232110023499, 0.6428571343421936]"
0.7_0_8_1_0_5_2_64_100_6.keras,"[0.3147020637989044, 0.8914285898208618]","[1.3996397256851196, 0.2983425557613373]"
0.7_0_8_1_0_5_2_8_100_6.keras,"[0.4784054458141327, 0.6320754885673523]","[0.5535719990730286, 0.4166666567325592]"
0.7_0_8_1_0_5_3_16_100_6.keras,"[0.38476863503456116, 0.6834734082221985]","[0.8756364583969116, 0.45698925852775574]"
0.7_0_8_1_0_5_3_32_100_6.keras,"[0.31482425332069397, 0.8097561001777649]","[1.3514467477798462, 0.41987180709838867]"
0.7_0_8_1_0_5_3_4_100_6.keras,"[0.4883081316947937, 0.6451612710952759]","[0.5180172920227051, 0.4861111044883728]"
0.7_0_8_1_0_5_3_64_100_6.keras,"[0.22018155455589294, 0.8181818127632141]","[1.7953221797943115, 0.3896457850933075]"
0.7_0_8_1_0_5_3_8_100_6.keras,"[0.46607086062431335, 0.6628571152687073]","[0.6954564452171326, 0.40625]"
0.7_0_8_2_0_5_0_16_100_6.keras,"[0.4792332649230957, 0.584269642829895]","[0.5616287589073181, 0.5277777910232544]"
0.7_0_8_2_0_5_0_32_100_6.keras,"[0.4668883979320526, 0.5803108811378479]","[0.5604417324066162, 0.42281877994537354]"
0.7_0_8_2_0_5_0_4_100_6.keras,"[0.5218257904052734, 0.3442623019218445]","[0.5145572423934937, 0.625]"
0.7_0_8_2_0_5_0_64_100_6.keras,"[0.4486715793609619, 0.6937984228134155]","[0.6611810922622681, 0.4080459773540497]"
0.7_0_8_2_0_5_0_8_100_6.keras,"[0.49574071168899536, 0.581818163394928]","[0.5153619647026062, 0.4383561611175537]"
0.7_0_8_2_0_5_1_16_100_6.keras,"[0.5017872452735901, 0.55474454164505]","[0.5040101408958435, 0.4806201457977295]"
0.7_0_8_2_0_5_1_32_100_6.keras,"[0.4742155075073242, 0.6446700692176819]","[0.5291940569877625, 0.5083333253860474]"
0.7_0_8_2_0_5_1_4_100_6.keras,"[0.5084966421127319, 0.5901639461517334]","[0.4973977208137512, 0.5977011322975159]"
0.7_0_8_2_0_5_1_64_100_6.keras,"[0.45241788029670715, 0.6326530575752258]","[0.6070515513420105, 0.3991416394710541]"
0.7_0_8_2_0_5_1_8_100_6.keras,"[0.5076702237129211, 0.4794520437717438]","[0.5009874701499939, 0.800000011920929]"
0.7_0_8_2_0_5_2_16_100_6.keras,"[0.45512694120407104, 0.6693548560142517]","[0.5528925657272339, 0.5270270109176636]"
0.7_0_8_2_0_5_2_32_100_6.keras,"[0.37526243925094604, 0.7936508059501648]","[1.1600279808044434, 0.4015747904777527]"
0.7_0_8_2_0_5_2_4_100_6.keras,"[0.5039503574371338, 0.5480769276618958]","[0.5115681886672974, 0.43915343284606934]"
0.7_0_8_2_0_5_2_64_100_6.keras,"[0.3061181604862213, 0.7875185608863831]","[1.272026777267456, 0.4591194987297058]"
0.7_0_8_2_0_5_2_8_100_6.keras,"[0.46983715891838074, 0.6538461446762085]","[0.7081249952316284, 0.6538461446762085]"
0.7_0_8_2_0_5_3_16_100_6.keras,"[0.4249115586280823, 0.6717557311058044]","[0.7812252044677734, 0.38797813653945923]"
0.7_0_8_2_0_5_3_32_100_6.keras,"[0.31281763315200806, 0.9621052742004395]","[2.116647243499756, 0.5]"
0.7_0_8_2_0_5_3_4_100_6.keras,"[0.5482928156852722, 0.0]","[0.5622311234474182, 0.0]"
0.7_0_8_2_0_5_3_64_100_6.keras,"[0.19720862805843353, 0.8577777743339539]","[1.4435330629348755, 0.3253588378429413]"
0.7_0_8_2_0_5_3_8_100_6.keras,"[0.4701741933822632, 0.5909090638160706]","[0.7591249942779541, 0.4303797483444214]"
0.7_0_8_3_0_5_0_16_100_6.keras,"[0.489296555519104, 0.5874999761581421]","[0.5146051049232483, 0.4722222089767456]"
0.7_0_8_3_0_5_0_32_100_6.keras,"[0.47463247179985046, 0.675000011920929]","[0.5495116710662842, 0.44907405972480774]"
0.7_0_8_3_0_5_0_4_100_6.keras,"[0.5021307468414307, 0.5581395626068115]","[0.49594900012016296, 0.5593220591545105]"
0.7_0_8_3_0_5_0_64_100_6.keras,"[0.4456526041030884, 0.6588628888130188]","[0.6042138338088989, 0.4516128897666931]"
0.7_0_8_3_0_5_0_8_100_6.keras,"[0.49545153975486755, 0.46341463923454285]","[0.5334771871566772, 0.6052631735801697]"
0.7_0_8_3_0_5_1_16_100_6.keras,"[0.4865802228450775, 0.5540540814399719]","[0.5063650012016296, 0.45370370149612427]"
0.7_0_8_3_0_5_1_32_100_6.keras,"[0.4783121347427368, 0.5672131180763245]","[0.5211590528488159, 0.5268816947937012]"
0.7_0_8_3_0_5_1_4_100_6.keras,"[0.5216680765151978, 0.3239436745643616]","[0.514312744140625, 0.5714285969734192]"
0.7_0_8_3_0_5_1_64_100_6.keras,"[0.44326546788215637, 0.7115987539291382]","[0.5929368138313293, 0.4051724076271057]"
0.7_0_8_3_0_5_1_8_100_6.keras,"[0.4992551803588867, 0.6029411554336548]","[0.5361611247062683, 0.48366013169288635]"
0.7_0_8_3_0_5_2_16_100_6.keras,"[0.4365541934967041, 0.7335025668144226]","[0.5907350778579712, 0.4736842215061188]"
0.7_0_8_3_0_5_2_32_100_6.keras,"[0.3635043501853943, 0.769881546497345]","[0.7061263918876648, 0.4019138813018799]"
0.7_0_8_3_0_5_2_4_100_6.keras,"[0.500826895236969, 0.5]","[0.5025779604911804, 0.5833333134651184]"
0.7_0_8_3_0_5_2_64_100_6.keras,"[0.33012187480926514, 0.8189964294433594]","[1.4128366708755493, 0.41333332657814026]"
0.7_0_8_3_0_5_2_8_100_6.keras,"[0.46839767694473267, 0.5648854970932007]","[0.616513192653656, 0.43915343284606934]"
0.7_0_8_3_0_5_3_16_100_6.keras,"[0.44431865215301514, 0.6199095249176025]","[0.6736451387405396, 0.42288556694984436]"
0.7_0_8_3_0_5_3_32_100_6.keras,"[0.3115013539791107, 0.8117977380752563]","[1.6219123601913452, 0.4123076796531677]"
0.7_0_8_3_0_5_3_4_100_6.keras,"[0.5140316486358643, 0.0]","[0.5049239993095398, 0.0]"
0.7_0_8_3_0_5_3_64_100_6.keras,"[0.22095073759555817, 0.7605633735656738]","[2.0574746131896973, 0.37055838108062744]"
0.7_0_8_3_0_5_3_8_100_6.keras,"[0.45590201020240784, 0.75]","[0.5062953233718872, 0.5]"
0.7_1_16_1_0_5_1_16_100_6.keras,"[0.49819931387901306, 0.6142857074737549]","[0.5067005157470703, 0.6363636255264282]"
0.7_1_16_1_0_5_1_32_100_6.keras,"[0.5083280801773071, 0.699999988079071]","[0.49969175457954407, 0.5232558250427246]"
0.7_1_16_1_0_5_1_4_100_6.keras,"[0.4999932646751404, 0.4829268157482147]","[0.5110287666320801, 0.5128205418586731]"
0.7_1_16_1_0_5_1_64_100_6.keras,"[0.5068624019622803, 0.6000000238418579]","[0.5312246084213257, 0.5106382966041565]"
0.7_1_16_1_0_5_1_8_100_6.keras,"[0.5032062530517578, 0.6000000238418579]","[0.5399927496910095, 0.4196891188621521]"
0.7_1_16_1_0_5_2_16_100_6.keras,"[0.4806017577648163, 0.6948052048683167]","[0.5498446822166443, 0.478723406791687]"
0.7_1_16_1_0_5_2_32_100_6.keras,"[0.4481304883956909, 0.6773256063461304]","[0.6267359256744385, 0.5118110179901123]"
0.7_1_16_1_0_5_2_4_100_6.keras,"[0.4948233664035797, 0.5478261113166809]","[0.5055453777313232, 0.5137614607810974]"
0.7_1_16_1_0_5_2_64_100_6.keras,"[0.4357165992259979, 0.7632978558540344]","[0.7953385710716248, 0.5479452013969421]"
0.7_1_16_1_0_5_2_8_100_6.keras,"[0.4975813925266266, 0.5797101259231567]","[0.5189176797866821, 0.49624061584472656]"
0.7_1_16_1_0_5_3_16_100_6.keras,"[0.47430774569511414, 0.7861271500587463]","[0.6563440561294556, 0.5180723071098328]"
0.7_1_16_1_0_5_3_32_100_6.keras,"[0.394748717546463, 0.7522603869438171]","[0.9578844904899597, 0.4654088020324707]"
0.7_1_16_1_0_5_3_4_100_6.keras,"[0.49996525049209595, 0.0]","[0.52137690782547, 0.0]"
0.7_1_16_1_0_5_3_64_100_6.keras,"[0.35678598284721375, 0.7111111283302307]","[1.4025617837905884, 0.5065789222717285]"
0.7_1_16_1_0_5_3_8_100_6.keras,"[0.4689285457134247, 0.5637342929840088]","[0.5868337154388428, 0.4480000138282776]"
0.7_1_16_1_0_5_4_16_100_6.keras,"[0.4131658673286438, 0.6902927756309509]","[0.6373242139816284, 0.47999998927116394]"
0.7_1_16_1_0_5_4_32_100_6.keras,"[0.36637479066848755, 0.7370572090148926]","[0.9582062363624573, 0.34403669834136963]"
0.7_1_16_1_0_5_4_4_100_6.keras,"[0.4776097536087036, 0.5121951103210449]","[0.520094633102417, 0.49572649598121643]"
0.7_1_16_1_0_5_4_64_100_6.keras,"[0.24876736104488373, 0.8015267252922058]","[2.306110143661499, 0.37362638115882874]"
0.7_1_16_1_0_5_4_8_100_6.keras,"[0.41769564151763916, 0.6534181237220764]","[1.4806681871414185, 0.45041322708129883]"
0.7_1_16_2_0_5_1_16_100_6.keras,"[0.46566540002822876, 0.6851851940155029]","[0.718824565410614, 0.45614033937454224]"
0.7_1_16_2_0_5_1_32_100_6.keras,"[0.4795130491256714, 0.5600000023841858]","[0.6303828954696655, 0.447761207818985]"
0.7_1_16_2_0_5_1_4_100_6.keras,"[0.47442618012428284, 0.6313559412956238]","[0.5239940881729126, 0.4522292912006378]"
0.7_1_16_2_0_5_1_64_100_6.keras,"[0.47094982862472534, 0.7298578023910522]","[0.5521181225776672, 0.46385541558265686]"
0.7_1_16_2_0_5_1_8_100_6.keras,"[0.49556997418403625, 0.5598194003105164]","[0.5589320063591003, 0.455089807510376]"
0.7_1_16_2_0_5_2_16_100_6.keras,"[0.40883368253707886, 0.7624703049659729]","[0.6328819394111633, 0.38942307233810425]"
0.7_1_16_2_0_5_2_32_100_6.keras,"[0.42591559886932373, 0.717277467250824]","[0.9411361217498779, 0.488095223903656]"
0.7_1_16_2_0_5_2_4_100_6.keras,"[0.4865604639053345, 0.7297297120094299]","[0.547964870929718, 0.59375]"
0.7_1_16_2_0_5_2_64_100_6.keras,"[0.4293373227119446, 0.7037037014961243]","[0.9149847030639648, 0.4055117964744568]"
0.7_1_16_2_0_5_2_8_100_6.keras,"[0.4116074740886688, 0.7218683362007141]","[0.8640576601028442, 0.4838709533214569]"
0.7_1_16_2_0_5_3_16_100_6.keras,"[0.36169615387916565, 0.8134615421295166]","[1.2066830396652222, 0.446153849363327]"
0.7_1_16_2_0_5_3_32_100_6.keras,"[0.35826513171195984, 0.75]","[0.9444294571876526, 0.38983049988746643]"
0.7_1_16_2_0_5_3_4_100_6.keras,"[0.45848584175109863, 0.552217423915863]","[0.6731798648834229, 0.42500001192092896]"
0.7_1_16_2_0_5_3_64_100_6.keras,"[0.25757941603660583, 0.814769983291626]","[1.4775665998458862, 0.41803279519081116]"
0.7_1_16_2_0_5_3_8_100_6.keras,"[0.42187124490737915, 0.6744186282157898]","[1.320509433746338, 0.529411792755127]"
0.7_1_16_2_0_5_4_16_100_6.keras,"[0.33827099204063416, 0.7298701405525208]","[0.9559804201126099, 0.3253968358039856]"
0.7_1_16_2_0_5_4_32_100_6.keras,"[0.3171582520008087, 0.7636138796806335]","[1.1029231548309326, 0.42105263471603394]"
0.7_1_16_2_0_5_4_4_100_6.keras,"[0.4927956759929657, 0.5694444179534912]","[0.5513690114021301, 0.5555555820465088]"
0.7_1_16_2_0_5_4_64_100_6.keras,"[0.22995427250862122, 0.8821138143539429]","[2.4232118129730225, 0.41258740425109863]"
0.7_1_16_2_0_5_4_8_100_6.keras,"[0.370433509349823, 0.6953727602958679]","[1.043833613395691, 0.5357142686843872]"
0.7_1_16_3_0_5_1_16_100_6.keras,"[0.42387884855270386, 0.654411792755127]","[0.7886430025100708, 0.4645669162273407]"
0.7_1_16_3_0_5_1_32_100_6.keras,"[0.4396257698535919, 0.6416510343551636]","[0.7908630967140198, 0.40784314274787903]"
0.7_1_16_3_0_5_1_4_100_6.keras,"[0.4528266191482544, 0.6617646813392639]","[0.6494316458702087, 0.4609929025173187]"
0.7_1_16_3_0_5_1_64_100_6.keras,"[0.4493676722049713, 0.7911111116409302]","[1.0998369455337524, 0.45528456568717957]"
0.7_1_16_3_0_5_1_8_100_6.keras,"[0.4220001697540283, 0.650897204875946]","[1.0231316089630127, 0.4836956560611725]"
0.7_1_16_3_0_5_2_16_100_6.keras,"[0.4127355217933655, 0.6194125413894653]","[0.9109606742858887, 0.45864662528038025]"
0.7_1_16_3_0_5_2_32_100_6.keras,"[0.3898838460445404, 0.6795976758003235]","[1.183933973312378, 0.3636363744735718]"
0.7_1_16_3_0_5_2_4_100_6.keras,"[0.427578330039978, 0.7214285731315613]","[0.6173182129859924, 0.48507463932037354]"
0.7_1_16_3_0_5_2_64_100_6.keras,"[0.33337581157684326, 0.7740458250045776]","[1.580227017402649, 0.48148149251937866]"
0.7_1_16_3_0_5_2_8_100_6.keras,"[0.3994905352592468, 0.7395263910293579]","[0.8670119047164917, 0.3986486494541168]"
0.7_1_16_3_0_5_3_16_100_6.keras,"[0.36133602261543274, 0.7593495845794678]","[1.7676565647125244, 0.4000000059604645]"
0.7_1_16_3_0_5_3_32_100_6.keras,"[0.30099859833717346, 0.7544842958450317]","[0.9085850119590759, 0.41860464215278625]"
0.7_1_16_3_0_5_3_4_100_6.keras,"[0.4230683743953705, 0.6915887594223022]","[0.7889548540115356, 0.4029850661754608]"
0.7_1_16_3_0_5_3_64_100_6.keras,"[0.26761600375175476, 0.7759197354316711]","[1.2978805303573608, 0.4740259647369385]"
0.7_1_16_3_0_5_3_8_100_6.keras,"[0.3373284935951233, 0.782270610332489]","[0.9666333794593811, 0.40392157435417175]"
0.7_1_16_3_0_5_4_16_100_6.keras,"[0.3942630887031555, 0.7583497166633606]","[0.8350268602371216, 0.4393063485622406]"
0.7_1_16_3_0_5_4_32_100_6.keras,"[0.30988800525665283, 0.7899729013442993]","[1.6953215599060059, 0.3188405930995941]"
0.7_1_16_3_0_5_4_4_100_6.keras,"[0.439536988735199, 0.5920000076293945]","[1.0892404317855835, 0.4145299196243286]"
0.7_1_16_3_0_5_4_64_100_6.keras,"[0.2195848971605301, 0.9059945344924927]","[2.1585865020751953, 0.3734177350997925]"
0.7_1_16_3_0_5_4_8_100_6.keras,"[0.3905283808708191, 0.7430998086929321]","[1.1991620063781738, 0.3742690086364746]"
0.7_1_32_1_0_5_1_16_100_6.keras,"[0.49651452898979187, 0.5535714030265808]","[0.530520498752594, 0.47200000286102295]"
0.7_1_32_1_0_5_1_32_100_6.keras,"[0.5007812976837158, 0.5454545617103577]","[0.5080470442771912, 0.4787878692150116]"
0.7_1_32_1_0_5_1_4_100_6.keras,"[0.49719366431236267, 0.5450000166893005]","[0.5095719695091248, 0.4722222089767456]"
0.7_1_32_1_0_5_1_64_100_6.keras,"[0.4861820638179779, 0.6059479713439941]","[0.5577702522277832, 0.38818565011024475]"
0.7_1_32_1_0_5_1_8_100_6.keras,"[0.4934816360473633, 0.6424242258071899]","[0.5946027040481567, 0.39094650745391846]"
0.7_1_32_1_0_5_2_16_100_6.keras,"[0.4466354250907898, 0.6879432797431946]","[0.6784762740135193, 0.33076924085617065]"
0.7_1_32_1_0_5_2_32_100_6.keras,"[0.41317981481552124, 0.6972789168357849]","[0.7204267382621765, 0.4390243887901306]"
0.7_1_32_1_0_5_2_4_100_6.keras,"[0.46353188157081604, 0.637499988079071]","[0.6191238164901733, 0.40229883790016174]"
0.7_1_32_1_0_5_2_64_100_6.keras,"[0.4072326719760895, 0.7018072009086609]","[0.8406286835670471, 0.4117647111415863]"
0.7_1_32_1_0_5_2_8_100_6.keras,"[0.44873911142349243, 0.7010582089424133]","[0.6169057488441467, 0.49166667461395264]"
0.7_1_32_1_0_5_3_16_100_6.keras,"[0.4054364860057831, 0.6779323816299438]","[0.8051462769508362, 0.3855421543121338]"
0.7_1_32_1_0_5_3_32_100_6.keras,"[0.3260461986064911, 0.7813884615898132]","[1.0221364498138428, 0.6309523582458496]"
0.7_1_32_1_0_5_3_4_100_6.keras,"[0.46129801869392395, 0.6396396160125732]","[0.5618943572044373, 0.514018714427948]"
